,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
19605,,,4500.0,4500.0,4500.0, 36 months,6.92%,138.79,A,A3,Cobb County Schools,10+ years,MORTGAGE,95000.0,Source Verified,Feb-11,Fully Paid,n,,,major_purchase,Equipment,301xx,GA,27.62,0.0,Nov-94,1.0,,,22.0,0.0,8590.0,13.70%,51.0,f,0.0,0.0,4767.841057,4767.84,4500.0,267.84,0.0,0.0,0.0,Mar-12,3243.13,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
42161,,,2400.0,2400.0,260.21, 36 months,13.62%,81.59,D,D5,National Ready Mix Concrete Assn,1 year,RENT,47600.0,Not Verified,Jan-08,Does not meet the credit policy. Status:Fully Paid,n,,"I would like to use this loan to consolidate credit card debt (1 @ 19% and 1 @ 15.99%).   Also, remaining funds will be used to make repairs to my vehicle.  ",debt_consolidation,Small Debt Consolidation Loan,209xx,MD,15.53,0.0,Dec-03,1.0,34.0,0.0,6.0,0.0,1233.0,35.20%,7.0,f,0.0,0.0,2936.972815,316.43,2400.0,536.98,0.0,0.0,0.0,Jan-11,84.58,Feb-11,Jan-11,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
26934,,,6000.0,6000.0,6000.0, 36 months,14.84%,207.53,D,D1,Village Toy Shop,2 years,OWN,51600.0,Not Verified,Aug-10,Fully Paid,n,,  Borrower added on 08/10/10 > Will Pay off loan in one year. Just wanted to consolidate so I only have to make one payment a month.<br/>,credit_card,Debt,133xx,NY,17.33,0.0,Oct-03,0.0,,,10.0,0.0,6345.0,75.50%,16.0,f,0.0,0.0,7551.498651,7551.5,6000.0,1491.5,60.00000012,0.0,0.0,Oct-13,492.19,,Oct-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
7995,,,7650.0,7650.0,7650.0, 36 months,19.29%,281.55,E,E4,Cape Fox Lodge,4 years,RENT,39000.0,Not Verified,Sep-11,Charged Off,n,,"  Borrower added on 09/04/11 > I would like to consolidate my credit card debt, so I have a smaller payment and a lower interest rate.<br/>",credit_card,debt cos,999xx,AK,12.28,0.0,Mar-01,0.0,,,6.0,0.0,8064.0,99.60%,9.0,f,0.0,0.0,2343.74,2343.74,1164.94,805.77,0.0,373.03,3.54,Apr-12,281.55,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
6715,,,32350.0,32350.0,32325.0, 60 months,18.64%,832.79,E,E1,Miami Dade County,3 years,MORTGAGE,80000.0,Verified,Oct-11,Charged Off,n,,"  Borrower added on 09/26/11 > Thanks for taking a look at my loan. I have tried to answer everyone's questions but simply put, this loan is being used to consolidate two vehicle loans into one. On one vehicle, the payment is $588 and on the other the payment is $361. The payment on this loan once completely funded would be approx. $832. That results in about a $117 savings per month for me. Thanks Lending Club.<br/>",debt_consolidation,Backup Line of Credit,330xx,FL,22.9,0.0,Mar-87,0.0,,,16.0,0.0,18214.0,76.20%,29.0,f,0.0,0.0,5236.58,5232.55,1701.05,2456.8,0.0,1078.73,11.15,Mar-12,832.79,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
25180,,,8000.0,8000.0,8000.0, 36 months,7.51%,248.89,A,A4,Mol America Inc. ,2 years,RENT,52000.0,Source Verified,Oct-10,Fully Paid,n,,,debt_consolidation,Credit Card Consol loan,605xx,IL,9.97,0.0,Jul-00,4.0,,,10.0,0.0,7292.0,37.70%,32.0,f,0.0,0.0,8516.941631,8516.94,8000.0,516.94,0.0,0.0,0.0,Oct-11,5786.85,,Feb-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
14875,,,15000.0,15000.0,15000.0, 60 months,19.29%,391.51,E,E4,Nissan Of Elk Grove,< 1 year,RENT,54000.0,Source Verified,May-11,Fully Paid,n,,,debt_consolidation,Payoff,957xx,CA,7.16,0.0,Nov-02,2.0,73.0,,9.0,0.0,11375.0,75.40%,14.0,f,0.0,0.0,23490.17297,23490.17,15000.0,8490.17,0.0,0.0,0.0,Jun-16,391.08,,Feb-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
2863,,,2500.0,2500.0,2500.0, 36 months,11.71%,82.69,B,B3,"Standard Drywall, Inc.",6 years,OWN,61440.0,Not Verified,Nov-11,Fully Paid,n,,,other,Other Loan,890xx,NV,18.34,0.0,Feb-03,3.0,,,5.0,0.0,6929.0,82.50%,20.0,f,0.0,0.0,2974.447258,2974.45,2500.0,474.45,0.0,0.0,0.0,Oct-14,252.94,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
15481,,,5000.0,5000.0,5000.0, 36 months,11.49%,164.86,B,B4,Dept. of Social Services,2 years,MORTGAGE,40000.0,Not Verified,May-11,Fully Paid,n,,"  Borrower added on 05/06/11 > I plan on using the loan to purchase a used vehicle.<br/>I have steady employment with a county agency.<br/>If necessary, I would be able to repay the loan through my 401K.<br/>",car,Auto Loan,125xx,NY,14.1,1.0,Sep-95,1.0,21.0,104.0,6.0,1.0,8297.0,50.90%,20.0,f,0.0,0.0,5817.382843,5817.38,5000.0,817.38,0.0,0.0,0.0,May-13,2032.31,,Dec-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13687,,,8800.0,8800.0,8800.0, 36 months,10.59%,286.4,B,B2,AES,2 years,RENT,145000.0,Verified,Jun-11,Fully Paid,n,,  Borrower added on 06/06/11 > The purpose of this loan is to consolidata Auto loan and CC into one payment.<br/>,debt_consolidation,Personal,773xx,TX,6.16,0.0,Jan-95,2.0,,,4.0,0.0,3230.0,42.50%,25.0,f,0.0,0.0,9368.81289,9368.81,8800.0,568.81,0.0,0.0,0.0,Feb-12,7371.16,,Feb-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
37821,,,5000.0,5000.0,3832.539027, 36 months,13.47%,169.62,C,C4,Byn flowback Services,3 years,RENT,65000.0,Source Verified,Jan-09,Fully Paid,n,,"Looking to get rid of all the high credit card interest, and pay off a truck loan off.  Looking for one easy payment instead of 4 different ones.",debt_consolidation,garzaloan,790xx,TX,12.48,0.0,Dec-00,1.0,,,16.0,0.0,8681.0,42.30%,21.0,f,0.0,0.0,6163.721321,4646.86,5000.0,1163.72,0.0,0.0,0.0,Dec-11,410.59,,Jul-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
34766,,,24000.0,24000.0,23964.41606, 36 months,13.92%,819.29,C,C4,Pediatric Services of America,1 year,RENT,80000.0,Not Verified,Oct-09,Fully Paid,n,," I am looking for a loan to consolidate debt, wedding expenses and beginning a new business with a partner.  The business is Prodigo Wines, a wine broker for a new label.  My partner has been in the restaurant business for 9 years and has contacts all throughout the city of Houston.       I have excellent credit.  As of yesterday my credit score was 750.  I have a stable job as a speech-language pathologist.  My salary is $80,000 a year.  I will also begin doing contract work in the middle of October which will increase my monthly income by at least $2000. 544954 added on 10/06/09 > I want to add a little more detail...As far as the consolidating debt goes, I will be paying off my student loan.  We will also be consolidating my fiance's credit card debt he accrued during a recent unemployment (his not mine).   The money will also go to helping our business get started by building a website for our business, PR and a few start up fees.  Start up fees include buying the label outright which will allow us to have a make more profit in the long run.   The remaining will go to wedding expenses.  We really don't want to wait to get married.  I also would like to clarify that when I said I spend around 3400 a month that is for everything rent, car note, groceries, utilities, going out to eat, etc.  This leaves me $1000 extra a month.  In addition to my contract job beginning next week I will have more than enough to cover the loan amount.  Thank you for your help!  Please let me know if you have any questions!",other,"Consolidate debt, new business, other",770xx,TX,9.67,0.0,Mar-00,6.0,32.0,,15.0,0.0,254.0,1.10%,35.0,f,0.0,0.0,27727.92808,27683.74,24000.0,3727.93,0.0,0.0,0.0,Apr-11,3816.15,,May-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
7043,,,5000.0,5000.0,4725.0, 36 months,7.51%,155.56,A,A3,IVF New Jersey,10+ years,OWN,54080.0,Not Verified,Sep-11,Fully Paid,n,,  Borrower added on 09/18/11 > I plan on using the funds to pay my outstanding credit card balances. I pay my bills on time and own my home outright. I've been employed  at my current job for over 10 years.<br/>,debt_consolidation,Credit Card Consolidation ,089xx,NJ,4.15,0.0,Oct-92,0.0,,72.0,8.0,1.0,941.0,2%,21.0,f,0.0,0.0,5440.385581,5141.16,5000.0,440.39,0.0,0.0,0.0,Apr-13,2806.56,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
28703,,,7000.0,7000.0,6975.0, 60 months,17.19%,174.69,E,E3,broadway heights dairy,10+ years,MORTGAGE,85000.0,Verified,Jul-10,Charged Off,n,,  Borrower added on 06/22/10 > 2 children set wedding dates for 2011<br/>,wedding,k & c weddings,117xx,NY,10.45,0.0,Jul-99,2.0,,,6.0,0.0,17663.0,97%,11.0,f,0.0,0.0,5415.39,5396.1,2868.1,2527.45,0.0,19.84,0.0,Feb-13,174.69,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
28747,,,4500.0,4500.0,4500.0, 60 months,16.82%,111.41,E,E2,Wood Ranch Bqq and Grill,4 years,RENT,20000.0,Not Verified,Jun-10,Fully Paid,n,,"  Borrower added on 06/21/10 > Thank you so much for lending me the funds needed to finish off my education at Azusa Pacific University.<br/> Borrower added on 06/21/10 > This loan is for my education, so that I can graduate in July.<br/>",other,College Loan,930xx,CA,8.76,1.0,May-07,0.0,10.0,,5.0,0.0,1010.0,25.20%,5.0,f,0.0,0.0,6683.820006,6683.82,4500.0,2183.82,0.0,0.0,0.0,Jul-15,127.61,,Jul-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5109,,,27400.0,27400.0,27150.0, 60 months,17.27%,684.95,D,D3,Los Angeles Junior College District,10+ years,MORTGAGE,143500.0,Source Verified,Oct-11,Charged Off,n,,"  Borrower added on 10/15/11 > I plan to use these funds to consolidate consumer debt at a lower interest rate.  This will enable me to pay off principle more quickly.  I consider myself a good borrower as I always pay my monthly obligations on time, I have long standing  good accounts.  I am an educator of many years (25+) &amp; I have lived in my community likewise for many years in the same home.  My income is very stable &amp; I have been employed with the same employer for over 25 years.  Thanks very much for your consideration.<br/> Borrower added on 10/25/11 > Dear Investors<br/>My loan funding is due to expire in just over three days.  For those investors that have committed to my loan request, thank you. <br/><br/> For other investor members who have viewed my request &amp; not yet invested, consider again  my good qualifications (stable income of 25+ years, long standing accounts- never late or delinquent, long time employment, ect.) and reconsider investing. <br/><br/>For other investors who are viewing this loan request for the first time, consider investing for the reasons stated above.<br/><br/>Thanks to all investors.<br/> Borrower added on 10/26/11 > Thank you to my new investors - only a little over 2 days before funding expires, take another look at my positive qualifications and invest.!!!<br/>",debt_consolidation,Pay off,913xx,CA,17.63,0.0,Aug-68,0.0,,,16.0,0.0,64765.0,50.30%,30.0,f,0.0,0.0,13794.54,13668.52,2763.94,3384.23,0.0,7646.37,1005.7482,Aug-12,684.95,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17897,,,14000.0,14000.0,14000.0, 60 months,15.65%,337.86,D,D4,Caretech Solutions,1 year,RENT,39000.0,Not Verified,Mar-11,Fully Paid,n,,"  Borrower added on 03/22/11 > I plan to use this loan to pay off outstanding credit card bills. I have come to realize the interest the credit card companies are charging me will take me 14+ years to pay off those debts. I want to eliminate any credit card debt I currently have in order to stop living paycheck to paycheck.<br/>You will also notice that the last purchases I have made on the cards are from years ago. I have taken the temptation away from ever using those cards and destroying them altogether. When the debts and loan are payed off, I will eventually order replacements.<br/>My credit history is excellent. Don't hesitate with my credit score as that is only dictated by the balances on the cards. You will notice that I have maintained prompt on-time payments consistently over the years.<br/>I have recently been promoted twice within this year. I currently work as a Computer Technician for a hospital. I have worked for the company for just over a year and don't plan on leaving anytime soon. I currently earn $39,000 before taxes.<br/>I have learned my lesson with credit cards and don't ever plan on repeating that lesson again.<br/>",credit_card,Refinancing Debt,483xx,MI,17.69,0.0,Nov-03,0.0,,,7.0,0.0,13533.0,80.10%,13.0,f,0.0,0.0,19895.08002,19895.08,14000.0,5895.08,0.0,0.0,0.0,Mar-15,4369.32,,Mar-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
8559,,,25475.0,25475.0,25450.0, 36 months,15.99%,895.5,D,D2,,,RENT,63000.0,Verified,Sep-11,Fully Paid,n,,"  Borrower added on 08/25/11 > I MAKE ALL PAYMENTS ON TIME, THANK YOU FOR YOUR CONSIDERATION<br/>",credit_card,FREEDOM LOAN,432xx,OH,20.29,0.0,Oct-85,0.0,58.0,,6.0,0.0,23742.0,87.30%,18.0,f,0.0,0.0,32237.98403,32206.35,25475.0,6762.98,0.0,0.0,0.0,Sep-14,933.86,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
35044,,,7000.0,7000.0,6975.0, 36 months,7.74%,218.54,A,A3,BP Corporation North America,1 year,MORTGAGE,79000.0,Not Verified,Sep-09,Fully Paid,n,,"I am attempting to purchase a mid 1960's vintage pickup truck, specifically a 1966 Ford F100.  Most traditional financial institutions do not get involved with financing older classic vehicles.  There are specialty classic car financial institutions but they generally require a $10,000 minimum loan.  This club seems like a good solution for myself, as well as a perfect fit for a lender as my credit history should indicate.",car,Vintage Truck Purchase,435xx,OH,3.17,0.0,Feb-97,2.0,35.0,,7.0,0.0,482.0,1.60%,22.0,f,0.0,0.0,7724.244937,7696.65,7000.0,724.24,0.0,0.0,0.0,Aug-11,3137.46,,Jul-11,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11101,,,3000.0,3000.0,3000.0, 36 months,9.99%,96.79,B,B1,Assurant,10+ years,MORTGAGE,72000.0,Not Verified,Jul-11,Fully Paid,n,,  Borrower added on 07/18/11 > This loan is to payoff one remaining credit card that I owe slightly less than $3000 on.<br/>,credit_card,Credit Card Payoff,330xx,FL,20.93,0.0,Jul-96,3.0,,101.0,14.0,1.0,4804.0,16.70%,26.0,f,0.0,0.0,3182.81632,3182.82,3000.0,182.82,0.0,0.0,0.0,Apr-12,2508.92,,May-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16981,,,7000.0,7000.0,7000.0, 36 months,5.42%,211.12,A,A1,Residential Opportunities Inc.,10+ years,MORTGAGE,45000.0,Not Verified,Apr-11,Fully Paid,n,,,credit_card,Credit Card Refinance,490xx,MI,10.05,0.0,Jul-00,0.0,,,6.0,0.0,7558.0,20.80%,21.0,f,0.0,0.0,7600.274071,7600.27,7000.0,600.27,0.0,0.0,0.0,Apr-14,225.1,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20348,,,10000.0,10000.0,10000.0, 36 months,5.79%,303.27,A,A2,Carl Schaedel and Co,3 years,MORTGAGE,137004.0,Not Verified,Jan-11,Fully Paid,n,,  Borrower added on 01/25/11 > Debt Consolidation of Credit Cards<br/> Borrower added on 01/25/11 > Debt Consolidation<br/>,debt_consolidation,Consolidation,085xx,NJ,13.02,0.0,Dec-85,1.0,,,20.0,0.0,18623.0,28.80%,50.0,f,0.0,0.0,10648.80973,10648.81,10000.0,648.81,0.0,0.0,0.0,Jul-12,5806.69,,Jul-12,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21455,,,12000.0,12000.0,11500.0, 36 months,12.61%,402.08,C,C2,GORDMANS,10+ years,MORTGAGE,75000.0,Not Verified,Jan-11,Fully Paid,n,,  Borrower added on 01/01/11 > I have five credit cards that I would like to pay off with this loan. They vary in interst rate from 14.9% to 30%.  I always pay more than the minimum but a large portion of the payments still go to interest.  My credit report shows more owed than I listed as my answer on a previous question.  I had some medical expenses that were financed similar to a loan but it is actually a credit card for medical use.  This card is not included in my debt consolidation request because it is a set payment and a set number of payments.  Thank you to everyone who has taken a look at my loan application...feel free to ask any questions you may have. Take care!<br/>,credit_card,eliminate debt,630xx,MO,16.77,0.0,Jul-92,1.0,,,15.0,0.0,19599.0,54.70%,42.0,f,0.0,0.0,14475.29448,13872.16,12000.0,2475.29,0.0,0.0,0.0,Jan-14,430.5,,Jan-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20194,,,15000.0,15000.0,15000.0, 60 months,17.14%,373.92,E,E3,U.S. Department of Commerce,3 years,OWN,87282.0,Verified,Feb-11,Fully Paid,n,,  Borrower added on 01/28/11 > Our Kitchen Roof Collapsed- I have a Sears Home Improvement Account- We borrowed 18K on it to fix the kitchen and I have never missed a payment but it is at 25% and I do not feel like paying SEARS who did a bad job by the way all that interest.My wife and I both have steady jobs and steady income so paying it back won't be an issue. Please assist if you can. We plan to pay it forward in the next couple of years.<br/>,credit_card,Sears Refinance,352xx,AL,18.45,0.0,Feb-96,1.0,,,5.0,0.0,30780.0,96.80%,9.0,f,0.0,0.0,22435.08042,22435.08,15000.0,7435.08,0.0,0.0,0.0,Feb-16,373.8,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
34648,,,3000.0,3000.0,3000.0, 36 months,11.83%,99.41,B,B3,SAISD,9 years,OWN,33600.0,Not Verified,Oct-09,Fully Paid,n,, 552670 added on 10/07/09 > I am going to use the funds to help get my daughter moved. I have worked for the same employer for over 15 years.,moving,Daughter,769xx,TX,15.61,0.0,Apr-83,2.0,35.0,,7.0,0.0,1125.0,23.40%,22.0,f,0.0,0.0,3442.119299,3442.12,3000.0,427.12,14.99999999,0.0,0.0,Apr-11,1739.9,,May-11,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16186,,,15000.0,15000.0,15000.0, 36 months,7.66%,467.7,A,A5,Ahart Benefit Ins Services,10+ years,MORTGAGE,110004.0,Not Verified,Apr-11,Fully Paid,n,,  Borrower added on 04/22/11 > Gets H-O-T in our town.  100 degrees + in the summer!  Help us finish our pool so kids can swim and be cool.  Thank you!<br/>,home_improvement,Pool needs finishing,937xx,CA,19.61,0.0,Nov-94,1.0,,,6.0,0.0,16841.0,34.40%,32.0,f,0.0,0.0,16776.28013,16776.28,15000.0,1776.28,0.0,0.0,0.0,Nov-13,3239.35,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38057,,,8000.0,8000.0,6085.497882, 36 months,15.05%,277.53,D,D4,,< 1 year,OWN,80000.0,Verified,Dec-08,Fully Paid,n,,"I'm currently paying the minimums on several credit cards and I'm making very little progress.  This loan request is intended to shorten the process of eliminating the credit card debt while simultaneously increasing my credit score and establishing a relationship with p2p lending. The cards that I intend to eliminate are from reputable lenders such as Bank of America ($5500). My interest rates are high because of inaccurate information on my credit report. I have not been late on ANY credit payment since March, 2002 when I was changing jobs....and even that payment was made on time but wasn't credited until the following day.",credit_card,Refinancing credit cards,170xx,PA,12.07,0.0,Apr-99,1.0,60.0,,10.0,0.0,9229.0,93.20%,14.0,f,0.0,0.0,10007.0572,7499.69,8000.0,2007.06,0.0,0.0,0.0,Jan-12,32.5,,Aug-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
28181,,,7500.0,7500.0,7500.0, 36 months,14.84%,259.41,D,D1,Wells Fargo,3 years,MORTGAGE,55000.0,Not Verified,Jul-10,Fully Paid,n,,  Borrower added on 07/07/10 > I am adding a bedroom and drywall to my downstairs as well as paying off a credit card.<br/>,debt_consolidation,Debt Consolidation loan,264xx,WV,10.25,0.0,Feb-02,1.0,47.0,,13.0,0.0,2380.0,24.80%,20.0,f,0.0,0.0,8471.308907,8471.31,7500.0,971.31,0.0,0.0,0.0,Aug-11,16.95,,Aug-11,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5760,,,30000.0,30000.0,29061.76864, 60 months,20.89%,809.75,F,F1,Derse  Inc.,6 years,MORTGAGE,170004.0,Verified,Oct-11,Fully Paid,n,,,debt_consolidation,Consolidation Loan,600xx,IL,15.95,0.0,Dec-99,2.0,39.0,,10.0,0.0,101058.0,80.20%,31.0,f,0.0,0.0,48352.22993,46030.95,30000.0,18352.23,0.0,0.0,0.0,Apr-16,5435.48,,May-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
