transaction_id,product_name,category,price,quantity,total_value,city,status,date,customer_id
TRX0060780,Masker Wajah Sheet,Beauty,39709,4,158836,Bekasi,cancelled,2024-04-15,CUST046087
TRX0060781,Air Purifier Mini,Home & Garden,587812,3,1763436,Bekasi,cancelled,2024-02-20,CUST039764
TRX0060782,Rich Dad Poor Dad,Books,91964,4,367856,Depok,completed,2024-03-30,CUST036985
TRX0060783,Granola Homemade,Food & Beverage,79874,5,399370,Bekasi,completed,2024-05-08,CUST041951
TRX0060784,Playdough Set,Toys,107174,1,107174,Tangerang,completed,2024-01-29,CUST023120
TRX0060785,Powerbank 20K,Electronics,268155,3,804465,Semarang,completed,2024-08-13,CUST027555
TRX0060786,Madu Asli 500ml,Food & Beverage,123415,4,493660,Surabaya,returned,2024-05-11,CUST043480
TRX0060787,Rich Dad Poor Dad,Books,103269,1,103269,Medan,completed,2024-03-30,CUST017669
TRX0060788,Madu Asli 500ml,Food & Beverage,131536,5,657680,Tangerang,completed,2024-07-19,CUST044755
TRX0060789,Rich Dad Poor Dad,Books,104089,5,520445,Depok,completed,2024-01-15,CUST045536
TRX0060790,Lego City Set,Toys,480891,3,1442673,Makassar,completed,2024-11-07,CUST026568
TRX0060791,Madu Asli 500ml,Food & Beverage,117329,3,351987,Jakarta,completed,2024-06-05,CUST047959
TRX0060792,Board Game Family,Toys,296269,5,1481345,Palembang,completed,2024-10-13,CUST035874
TRX0060793,Granola Homemade,Food & Beverage,66032,2,132064,Makassar,completed,2024-04-24,CUST026435
TRX0060794,TWS Earbuds,Electronics,430580,1,430580,Palembang,completed,2024-03-13,CUST022611
TRX0060795,Protein Bar Box,Food & Beverage,195175,5,975875,Medan,completed,2024-03-17,CUST039870
TRX0060796,Tas Ransel Kulit,Fashion,515622,3,1546866,Palembang,completed,2024-04-04,CUST039499
TRX0060797,Buku Pemrograman Py,Books,156991,5,784955,Medan,completed,2024-06-02,CUST034685
TRX0060798,Matras Yoga 6mm,Sports,201230,5,1006150,Jakarta,returned,2024-07-22,CUST031860
TRX0060799,Granola Homemade,Food & Beverage,72639,1,72639,Medan,completed,2024-01-07,CUST023140
TRX0060800,Protein Bar Box,Food & Beverage,221129,5,1105645,Bekasi,completed,2024-10-17,CUST012669
TRX0060801,TWS Earbuds,Electronics,432920,5,2164600,Bandung,completed,2024-04-10,CUST036366
TRX0060802,Novel Bestseller,Books,77607,1,77607,Bandung,completed,2024-05-27,CUST023646
TRX0060803,Sneakers Canvas,Fashion,435171,1,435171,Surabaya,completed,2024-06-11,CUST036518
TRX0060804,Air Purifier Mini,Home & Garden,593914,4,2375656,Palembang,completed,2024-11-04,CUST010184
TRX0060805,Sunscreen SPF50,Beauty,123395,4,493580,Bandung,returned,2024-07-12,CUST001835
TRX0060806,Dumbbell 5kg Pair,Sports,364570,3,1093710,Bandung,cancelled,2024-02-09,CUST004064
TRX0060807,TWS Earbuds,Electronics,432054,5,2160270,Bekasi,completed,2024-08-07,CUST032050
TRX0060808,Sneakers Canvas,Fashion,436676,2,873352,Bekasi,completed,2024-11-20,CUST035775
TRX0060809,Serum Vitamin C,Beauty,249462,1,249462,Surabaya,completed,2024-02-12,CUST034960
TRX0060810,Talenan Kayu,Home & Garden,65985,5,329925,Tangerang,cancelled,2024-05-12,CUST002523
TRX0060811,Laptop UltraBook,Electronics,8480972,5,42404860,Makassar,completed,2024-10-28,CUST001575
TRX0060812,"Smart TV 43""",Electronics,4152274,3,12456822,Medan,completed,2024-11-30,CUST004719
TRX0060813,Dumbbell 5kg Pair,Sports,275524,1,275524,Makassar,returned,2024-04-23,CUST008348
TRX0060814,"Smart TV 43""",Electronics,3573144,3,10719432,Depok,completed,2024-03-31,CUST012728
TRX0060815,Komik Manga Vol 1,Books,62156,3,186468,Semarang,returned,2024-03-19,CUST010887
TRX0060816,Sepatu Lari Pro,Sports,794188,2,1588376,Medan,completed,2024-07-07,CUST009483
TRX0060817,Lip Cream Matte,Beauty,86986,4,347944,Depok,completed,2024-11-04,CUST040809
TRX0060818,Novel Bestseller,Books,75414,2,150828,Semarang,completed,2024-08-07,CUST003954
TRX0060819,Atomic Habits ID,Books,116140,1,116140,Makassar,completed,2024-01-01,CUST045119
TRX0060820,Sunscreen SPF50,Beauty,149794,5,748970,Semarang,completed,2024-02-13,CUST024393
TRX0060821,Masker Wajah Sheet,Beauty,49250,4,197000,Medan,completed,2024-06-21,CUST031854
TRX0060822,Lip Cream Matte,Beauty,86593,5,432965,Depok,cancelled,2024-07-03,CUST000092
TRX0060823,Lampu LED Strip,Home & Garden,81547,3,244641,Depok,completed,2024-10-03,CUST031850
TRX0060824,Madu Asli 500ml,Food & Beverage,135033,1,135033,Surabaya,cancelled,2024-06-14,CUST014801
TRX0060825,Pot Keramik Set,Home & Garden,188231,1,188231,Tangerang,completed,2024-12-28,CUST022852
TRX0060826,Lampu LED Strip,Home & Garden,88070,2,176140,Tangerang,cancelled,2024-07-13,CUST023507
TRX0060827,Kopi Arabica 250g,Food & Beverage,82684,2,165368,Semarang,completed,2024-03-15,CUST021609
TRX0060828,Novel Bestseller,Books,88015,1,88015,Makassar,completed,2024-08-14,CUST007379
TRX0060829,Granola Homemade,Food & Beverage,72724,4,290896,Depok,returned,2024-06-25,CUST048057
TRX0060830,Sneakers Canvas,Fashion,354948,3,1064844,Medan,completed,2024-09-26,CUST021258
TRX0060831,Komik Manga Vol 1,Books,67004,5,335020,Semarang,completed,2024-03-13,CUST024252
TRX0060832,Sneakers Canvas,Fashion,407604,1,407604,Tangerang,completed,2024-07-08,CUST019807
TRX0060833,Lego City Set,Toys,508146,3,1524438,Bekasi,cancelled,2024-05-15,CUST029526
TRX0060834,Moisturizer Aloe,Beauty,143068,4,572272,Semarang,completed,2024-07-23,CUST014672
TRX0060835,Board Game Family,Toys,254479,4,1017916,Depok,completed,2024-03-06,CUST044844
TRX0060836,Powerbank 20K,Electronics,309189,4,1236756,Makassar,returned,2024-02-21,CUST047986
TRX0060837,Masker Wajah Sheet,Beauty,44596,2,89192,Semarang,cancelled,2024-02-26,CUST018328
TRX0060838,Madu Asli 500ml,Food & Beverage,137302,2,274604,Tangerang,completed,2024-11-11,CUST003017
TRX0060839,Tas Gym Waterproof,Sports,218262,3,654786,Jakarta,cancelled,2024-01-16,CUST035964
TRX0060840,Smartphone X12,Electronics,3105719,2,6211438,Palembang,completed,2024-07-07,CUST001104
TRX0060841,Playdough Set,Toys,107636,5,538180,Jakarta,completed,2024-01-19,CUST048949
TRX0060842,Buku Pemrograman Py,Books,153532,1,153532,Surabaya,completed,2024-08-17,CUST015227
TRX0060843,Powerbank 20K,Electronics,258138,5,1290690,Makassar,cancelled,2024-04-24,CUST010244
TRX0060844,Pot Keramik Set,Home & Garden,232983,1,232983,Makassar,completed,2024-08-25,CUST044761
TRX0060845,Lip Cream Matte,Beauty,70716,2,141432,Bandung,completed,2024-08-01,CUST016383
TRX0060846,Dumbbell 5kg Pair,Sports,301516,5,1507580,Palembang,cancelled,2024-01-06,CUST027003
TRX0060847,Tas Gym Waterproof,Sports,227508,5,1137540,Bandung,completed,2024-02-29,CUST004839
TRX0060848,"Smart TV 43""",Electronics,3988216,3,11964648,Depok,completed,2024-10-24,CUST037999
TRX0060849,Laptop UltraBook,Electronics,8128586,3,24385758,Bekasi,completed,2024-05-14,CUST030923
TRX0060850,Rich Dad Poor Dad,Books,112158,5,560790,Surabaya,cancelled,2024-12-13,CUST038510
TRX0060851,Kemeja Flannel,Fashion,209408,3,628224,Palembang,completed,2024-12-30,CUST039258
TRX0060852,Tas Ransel Kulit,Fashion,619256,2,1238512,Depok,completed,2024-03-07,CUST037354
TRX0060853,RC Car Offroad,Toys,364098,4,1456392,Surabaya,completed,2024-09-06,CUST043675
TRX0060854,Smartphone X12,Electronics,3395429,2,6790858,Bandung,completed,2024-09-23,CUST036494
TRX0060855,Komik Manga Vol 1,Books,68762,1,68762,Palembang,completed,2024-10-19,CUST014689
TRX0060856,Novel Bestseller,Books,84192,3,252576,Semarang,completed,2024-07-18,CUST042081
TRX0060857,Moisturizer Aloe,Beauty,160222,5,801110,Surabaya,cancelled,2024-08-12,CUST025731
TRX0060858,Madu Asli 500ml,Food & Beverage,129426,2,258852,Bandung,completed,2024-11-15,CUST012554
TRX0060859,Rich Dad Poor Dad,Books,98328,3,294984,Surabaya,completed,2024-10-23,CUST035425
TRX0060860,Serum Vitamin C,Beauty,239195,4,956780,Jakarta,completed,2024-04-23,CUST040480
TRX0060861,Jump Rope Speed,Sports,97105,1,97105,Palembang,completed,2024-04-05,CUST030140
TRX0060862,Komik Manga Vol 1,Books,69899,5,349495,Surabaya,completed,2024-10-02,CUST034189
TRX0060863,TWS Earbuds,Electronics,393339,1,393339,Medan,returned,2024-03-31,CUST029916
TRX0060864,Pot Keramik Set,Home & Garden,241168,2,482336,Bekasi,completed,2024-04-15,CUST047855
TRX0060865,Komik Manga Vol 1,Books,63256,1,63256,Semarang,completed,2024-05-17,CUST039538
TRX0060866,Laptop UltraBook,Electronics,8969971,4,35879884,Palembang,returned,2024-06-09,CUST002752
TRX0060867,Rich Dad Poor Dad,Books,93480,3,280440,Semarang,completed,2024-06-02,CUST007450
TRX0060868,Masker Wajah Sheet,Beauty,47640,2,95280,Tangerang,cancelled,2024-07-04,CUST019090
TRX0060869,Puzzle 1000 pcs,Toys,127467,3,382401,Semarang,completed,2024-02-13,CUST032028
TRX0060870,Talenan Kayu,Home & Garden,77942,1,77942,Semarang,cancelled,2024-01-24,CUST018888
TRX0060871,Playdough Set,Toys,99363,5,496815,Medan,completed,2024-01-10,CUST036610
TRX0060872,Sneakers Canvas,Fashion,329798,5,1648990,Tangerang,completed,2024-04-13,CUST001814
TRX0060873,Masker Wajah Sheet,Beauty,47549,3,142647,Palembang,returned,2024-01-03,CUST015746
TRX0060874,Kemeja Flannel,Fashion,234184,3,702552,Semarang,completed,2024-09-14,CUST024379
TRX0060875,Masker Wajah Sheet,Beauty,48770,1,48770,Makassar,cancelled,2024-01-25,CUST005854
TRX0060876,Novel Bestseller,Books,100563,1,100563,Bandung,cancelled,2024-06-02,CUST006506
TRX0060877,Pot Keramik Set,Home & Garden,190679,4,762716,Tangerang,returned,2024-07-14,CUST040877
TRX0060878,Moisturizer Aloe,Beauty,163107,4,652428,Surabaya,returned,2024-07-19,CUST040511
TRX0060879,Tas Ransel Kulit,Fashion,480684,1,480684,Bekasi,completed,2024-02-03,CUST040624
TRX0060880,Air Purifier Mini,Home & Garden,754476,1,754476,Makassar,completed,2024-08-07,CUST013249
TRX0060881,Kemeja Flannel,Fashion,194040,5,970200,Palembang,returned,2024-01-18,CUST047734
TRX0060882,Novel Bestseller,Books,82123,3,246369,Tangerang,cancelled,2024-01-02,CUST020684
TRX0060883,Green Tea Premium,Food & Beverage,47245,5,236225,Jakarta,returned,2024-02-28,CUST046453
TRX0060884,Celana Chino,Fashion,264100,3,792300,Makassar,returned,2024-03-30,CUST001493
TRX0060885,Board Game Family,Toys,235865,1,235865,Medan,completed,2024-07-25,CUST034866
TRX0060886,Kopi Arabica 250g,Food & Beverage,86074,5,430370,Surabaya,completed,2024-04-25,CUST033816
TRX0060887,Pot Keramik Set,Home & Garden,203353,3,610059,Surabaya,completed,2024-05-21,CUST042334
TRX0060888,Matras Yoga 6mm,Sports,151280,4,605120,Semarang,completed,2024-10-29,CUST036432
TRX0060889,Moisturizer Aloe,Beauty,166883,1,166883,Medan,completed,2024-09-10,CUST014834
TRX0060890,Moisturizer Aloe,Beauty,167595,3,502785,Bekasi,completed,2024-02-14,CUST031204
TRX0060891,Playdough Set,Toys,86619,4,346476,Tangerang,returned,2024-03-17,CUST015373
TRX0060892,Lego City Set,Toys,416956,5,2084780,Makassar,completed,2024-09-26,CUST005633
TRX0060893,Jump Rope Speed,Sports,74864,5,374320,Bekasi,completed,2024-01-06,CUST045031
TRX0060894,Tas Gym Waterproof,Sports,262354,2,524708,Semarang,completed,2024-12-14,CUST022799
TRX0060895,"Smart TV 43""",Electronics,3979327,1,3979327,Surabaya,completed,2024-05-29,CUST041799
TRX0060896,Rich Dad Poor Dad,Books,106541,3,319623,Semarang,completed,2024-10-25,CUST019761
TRX0060897,Komik Manga Vol 1,Books,58751,5,293755,Depok,completed,2024-05-26,CUST019028
TRX0060898,Novel Bestseller,Books,77207,5,386035,Surabaya,completed,2024-01-30,CUST004526
TRX0060899,Komik Manga Vol 1,Books,65080,3,195240,Jakarta,completed,2024-08-14,CUST044004
TRX0060900,Serum Vitamin C,Beauty,211384,1,211384,Jakarta,completed,2024-04-04,CUST044667
TRX0060901,Komik Manga Vol 1,Books,62142,4,248568,Bandung,completed,2024-03-22,CUST000091
TRX0060902,Celana Chino,Fashion,331473,3,994419,Surabaya,completed,2024-11-27,CUST008316
TRX0060903,Laptop UltraBook,Electronics,8603748,1,8603748,Medan,returned,2024-06-17,CUST013066
TRX0060904,Sepatu Lari Pro,Sports,762108,5,3810540,Depok,cancelled,2024-06-09,CUST045728
TRX0060905,RC Car Offroad,Toys,323355,5,1616775,Jakarta,completed,2024-06-25,CUST039405
TRX0060906,Buku Pemrograman Py,Books,164149,4,656596,Surabaya,completed,2024-01-24,CUST010963
TRX0060907,Kopi Arabica 250g,Food & Beverage,78146,3,234438,Jakarta,returned,2024-07-20,CUST007022
TRX0060908,Powerbank 20K,Electronics,239176,3,717528,Tangerang,completed,2024-08-23,CUST015012
TRX0060909,Kopi Arabica 250g,Food & Beverage,78592,4,314368,Bandung,completed,2024-03-06,CUST016242
TRX0060910,Playdough Set,Toys,83490,3,250470,Palembang,completed,2024-09-03,CUST016329
TRX0060911,Kemeja Flannel,Fashion,218420,3,655260,Makassar,completed,2024-09-27,CUST000606
TRX0060912,Madu Asli 500ml,Food & Beverage,119847,2,239694,Makassar,cancelled,2024-03-15,CUST036344
TRX0060913,Tas Ransel Kulit,Fashion,560354,4,2241416,Palembang,completed,2024-10-26,CUST004112
TRX0060914,Serum Vitamin C,Beauty,202580,3,607740,Tangerang,returned,2024-01-23,CUST010714
TRX0060915,Masker Wajah Sheet,Beauty,51700,3,155100,Tangerang,completed,2024-12-17,CUST006645
TRX0060916,Lip Cream Matte,Beauty,71193,4,284772,Makassar,completed,2024-06-21,CUST045418
TRX0060917,Smartphone X12,Electronics,3009274,3,9027822,Bandung,completed,2024-01-27,CUST016254
TRX0060918,Buku Pemrograman Py,Books,164434,4,657736,Jakarta,cancelled,2024-01-30,CUST037795
TRX0060919,Laptop UltraBook,Electronics,8935942,4,35743768,Depok,completed,2024-11-19,CUST013383
TRX0060920,RC Car Offroad,Toys,339923,5,1699615,Palembang,completed,2024-08-24,CUST018478
TRX0060921,Madu Asli 500ml,Food & Beverage,127434,2,254868,Semarang,cancelled,2024-09-06,CUST000206
TRX0060922,Air Purifier Mini,Home & Garden,642380,3,1927140,Depok,completed,2024-08-05,CUST005407
TRX0060923,Protein Bar Box,Food & Beverage,167264,5,836320,Bekasi,cancelled,2024-11-24,CUST040901
TRX0060924,RC Car Offroad,Toys,337230,1,337230,Surabaya,returned,2024-04-28,CUST042670
TRX0060925,Air Purifier Mini,Home & Garden,736008,1,736008,Medan,returned,2024-12-01,CUST038763
TRX0060926,Playdough Set,Toys,92298,2,184596,Depok,completed,2024-06-01,CUST000123
TRX0060927,Sepatu Lari Pro,Sports,856690,4,3426760,Surabaya,returned,2024-11-07,CUST000244
TRX0060928,Kaos Polos Premium,Fashion,135868,4,543472,Tangerang,completed,2024-03-13,CUST037141
TRX0060929,Buku Pemrograman Py,Books,156703,4,626812,Semarang,returned,2024-03-11,CUST044041
TRX0060930,Board Game Family,Toys,251486,1,251486,Semarang,completed,2024-11-10,CUST008313
TRX0060931,Serum Vitamin C,Beauty,231579,3,694737,Palembang,completed,2024-04-23,CUST035239
TRX0060932,Lego City Set,Toys,409900,3,1229700,Tangerang,completed,2024-06-19,CUST013675
TRX0060933,Serum Vitamin C,Beauty,250365,4,1001460,Jakarta,cancelled,2024-03-30,CUST032865
TRX0060934,Puzzle 1000 pcs,Toys,109074,1,109074,Palembang,returned,2024-02-24,CUST017340
TRX0060935,Serum Vitamin C,Beauty,256231,4,1024924,Depok,completed,2024-08-09,CUST010956
TRX0060936,Green Tea Premium,Food & Beverage,50167,4,200668,Tangerang,completed,2024-05-21,CUST002056
TRX0060937,Lip Cream Matte,Beauty,78771,5,393855,Makassar,cancelled,2024-01-01,CUST034425
TRX0060938,Sepatu Lari Pro,Sports,732040,1,732040,Bandung,completed,2024-09-09,CUST046772
TRX0060939,Kaos Polos Premium,Fashion,138875,3,416625,Bandung,returned,2024-03-15,CUST029440
TRX0060940,Tas Ransel Kulit,Fashion,476600,4,1906400,Makassar,returned,2024-12-30,CUST039130
TRX0060941,Green Tea Premium,Food & Beverage,53207,3,159621,Bekasi,completed,2024-08-24,CUST026266
TRX0060942,Novel Bestseller,Books,76943,5,384715,Palembang,completed,2024-09-23,CUST008613
TRX0060943,Komik Manga Vol 1,Books,60265,1,60265,Surabaya,cancelled,2024-05-06,CUST026970
TRX0060944,Celana Chino,Fashion,294723,5,1473615,Medan,completed,2024-07-31,CUST018940
TRX0060945,Green Tea Premium,Food & Beverage,49887,4,199548,Makassar,completed,2024-01-02,CUST009688
TRX0060946,Laptop UltraBook,Electronics,8466666,1,8466666,Bekasi,cancelled,2024-02-14,CUST009073
TRX0060947,Serum Vitamin C,Beauty,205792,1,205792,Makassar,completed,2024-01-03,CUST047542
TRX0060948,Rich Dad Poor Dad,Books,96409,5,482045,Makassar,completed,2024-10-25,CUST046200
TRX0060949,Lego City Set,Toys,424466,4,1697864,Tangerang,cancelled,2024-01-14,CUST033897
TRX0060950,Kopi Arabica 250g,Food & Beverage,90324,4,361296,Medan,returned,2024-08-25,CUST023017
TRX0060951,Playdough Set,Toys,101996,3,305988,Surabaya,completed,2024-09-14,CUST035514
TRX0060952,Novel Bestseller,Books,88666,4,354664,Jakarta,cancelled,2024-02-26,CUST037659
TRX0060953,Lego City Set,Toys,498029,1,498029,Surabaya,completed,2024-03-27,CUST032954
TRX0060954,Smartphone X12,Electronics,3665831,2,7331662,Bekasi,completed,2024-10-21,CUST035871
TRX0060955,Dumbbell 5kg Pair,Sports,310022,2,620044,Surabaya,completed,2024-02-13,CUST021187
TRX0060956,Matras Yoga 6mm,Sports,185086,2,370172,Palembang,cancelled,2024-08-20,CUST005933
TRX0060957,Granola Homemade,Food & Beverage,82299,1,82299,Jakarta,cancelled,2024-07-31,CUST048596
TRX0060958,Puzzle 1000 pcs,Toys,127785,5,638925,Medan,completed,2024-05-07,CUST019555
TRX0060959,Talenan Kayu,Home & Garden,74804,3,224412,Depok,completed,2024-04-23,CUST004016
TRX0060960,Dumbbell 5kg Pair,Sports,287201,2,574402,Palembang,returned,2024-03-08,CUST020353
TRX0060961,Moisturizer Aloe,Beauty,144647,3,433941,Bekasi,completed,2024-08-15,CUST029815
TRX0060962,Rich Dad Poor Dad,Books,110429,3,331287,Palembang,completed,2024-07-24,CUST047714
TRX0060963,Matras Yoga 6mm,Sports,184445,3,553335,Makassar,completed,2024-07-26,CUST036589
TRX0060964,Laptop UltraBook,Electronics,7399845,1,7399845,Depok,returned,2024-04-05,CUST018136
TRX0060965,Talenan Kayu,Home & Garden,66436,4,265744,Depok,completed,2024-03-23,CUST001327
TRX0060966,Kemeja Flannel,Fashion,240083,5,1200415,Tangerang,completed,2024-04-04,CUST032907
TRX0060967,Buku Pemrograman Py,Books,162594,4,650376,Palembang,cancelled,2024-03-01,CUST021434
TRX0060968,Lip Cream Matte,Beauty,66365,1,66365,Jakarta,returned,2024-08-01,CUST017448
TRX0060969,Komik Manga Vol 1,Books,72341,2,144682,Medan,completed,2024-04-04,CUST005052
TRX0060970,Kaos Polos Premium,Fashion,114973,1,114973,Depok,completed,2024-02-15,CUST022809
TRX0060971,Atomic Habits ID,Books,102415,3,307245,Jakarta,cancelled,2024-11-29,CUST025287
TRX0060972,Lampu LED Strip,Home & Garden,96109,4,384436,Palembang,completed,2024-10-17,CUST011880
TRX0060973,Tanaman Monstera,Home & Garden,161935,2,323870,Jakarta,completed,2024-04-29,CUST033061
TRX0060974,Kopi Arabica 250g,Food & Beverage,82475,2,164950,Makassar,completed,2024-03-23,CUST017676
TRX0060975,Kaos Polos Premium,Fashion,119749,3,359247,Tangerang,cancelled,2024-03-25,CUST036617
TRX0060976,Kemeja Flannel,Fashion,213905,2,427810,Surabaya,completed,2024-08-05,CUST022103
TRX0060977,Smartphone X12,Electronics,3107755,1,3107755,Medan,completed,2024-03-14,CUST031987
TRX0060978,Air Purifier Mini,Home & Garden,685792,5,3428960,Jakarta,cancelled,2024-01-04,CUST002516
TRX0060979,Jump Rope Speed,Sports,81133,3,243399,Depok,completed,2024-02-22,CUST033584
TRX0060980,Dumbbell 5kg Pair,Sports,348708,1,348708,Bandung,completed,2024-04-02,CUST042756
TRX0060981,Air Purifier Mini,Home & Garden,628730,3,1886190,Tangerang,completed,2024-03-02,CUST000682
TRX0060982,Kaos Polos Premium,Fashion,132386,1,132386,Bandung,cancelled,2024-12-28,CUST035340
TRX0060983,Moisturizer Aloe,Beauty,144193,5,720965,Tangerang,returned,2024-02-08,CUST039677
TRX0060984,Matras Yoga 6mm,Sports,160239,3,480717,Tangerang,completed,2024-05-14,CUST020267
TRX0060985,Madu Asli 500ml,Food & Beverage,118684,1,118684,Palembang,completed,2024-12-12,CUST027374
TRX0060986,Serum Vitamin C,Beauty,247142,1,247142,Palembang,completed,2024-07-04,CUST040052
TRX0060987,Kemeja Flannel,Fashion,207641,2,415282,Surabaya,cancelled,2024-06-28,CUST007933
TRX0060988,Celana Chino,Fashion,306896,3,920688,Semarang,completed,2024-03-24,CUST035087
TRX0060989,Atomic Habits ID,Books,117593,4,470372,Surabaya,completed,2024-04-08,CUST031447
TRX0060990,Serum Vitamin C,Beauty,215432,5,1077160,Semarang,completed,2024-09-21,CUST026766
TRX0060991,Granola Homemade,Food & Beverage,71330,1,71330,Semarang,completed,2024-05-16,CUST007139
TRX0060992,TWS Earbuds,Electronics,440611,2,881222,Tangerang,completed,2024-08-18,CUST019185
TRX0060993,Novel Bestseller,Books,79316,3,237948,Makassar,returned,2024-04-04,CUST012043
TRX0060994,Tanaman Monstera,Home & Garden,142663,3,427989,Makassar,cancelled,2024-01-14,CUST015719
TRX0060995,Sneakers Canvas,Fashion,328634,4,1314536,Bandung,returned,2024-01-08,CUST010438
TRX0060996,Jump Rope Speed,Sports,83886,3,251658,Depok,completed,2024-08-30,CUST004758
TRX0060997,Protein Bar Box,Food & Beverage,187057,3,561171,Bandung,completed,2024-06-07,CUST001242
TRX0060998,Serum Vitamin C,Beauty,218762,1,218762,Bandung,completed,2024-08-01,CUST046985
TRX0060999,Jump Rope Speed,Sports,72799,5,363995,Medan,completed,2024-10-04,CUST040293
TRX0061000,Kaos Polos Premium,Fashion,123579,4,494316,Palembang,completed,2024-06-16,CUST043249
TRX0061001,Pot Keramik Set,Home & Garden,239521,4,958084,Bandung,returned,2024-02-24,CUST032040
TRX0061002,Sunscreen SPF50,Beauty,162575,2,325150,Medan,completed,2024-10-13,CUST031936
TRX0061003,Tas Gym Waterproof,Sports,256827,2,513654,Semarang,completed,2024-10-18,CUST017381
TRX0061004,Rich Dad Poor Dad,Books,97634,2,195268,Surabaya,completed,2024-11-20,CUST020187
TRX0061005,Serum Vitamin C,Beauty,210423,4,841692,Bekasi,cancelled,2024-05-27,CUST045099
TRX0061006,Board Game Family,Toys,305338,4,1221352,Palembang,completed,2024-08-30,CUST014077
TRX0061007,Tas Gym Waterproof,Sports,222351,2,444702,Makassar,completed,2024-04-20,CUST025625
TRX0061008,Rich Dad Poor Dad,Books,110659,3,331977,Depok,returned,2024-01-15,CUST028027
TRX0061009,Protein Bar Box,Food & Beverage,167147,2,334294,Surabaya,cancelled,2024-11-15,CUST037295
TRX0061010,TWS Earbuds,Electronics,407693,2,815386,Semarang,completed,2024-06-03,CUST044302
TRX0061011,Lip Cream Matte,Beauty,69161,3,207483,Tangerang,completed,2024-01-12,CUST034965
TRX0061012,RC Car Offroad,Toys,362175,5,1810875,Bandung,completed,2024-02-25,CUST033716
TRX0061013,Tanaman Monstera,Home & Garden,136788,4,547152,Tangerang,completed,2024-07-06,CUST033424
TRX0061014,Buku Pemrograman Py,Books,164317,2,328634,Bekasi,completed,2024-04-22,CUST039743
TRX0061015,Novel Bestseller,Books,88336,3,265008,Depok,completed,2024-08-19,CUST001031
TRX0061016,Buku Pemrograman Py,Books,140279,3,420837,Medan,completed,2024-02-23,CUST018336
TRX0061017,TWS Earbuds,Electronics,444118,5,2220590,Tangerang,completed,2024-02-04,CUST014747
TRX0061018,Kemeja Flannel,Fashion,219839,1,219839,Palembang,returned,2024-09-16,CUST030814
TRX0061019,Lip Cream Matte,Beauty,70752,3,212256,Bekasi,cancelled,2024-04-21,CUST020945
TRX0061020,Masker Wajah Sheet,Beauty,42048,1,42048,Semarang,completed,2024-07-11,CUST016487
TRX0061021,Buku Pemrograman Py,Books,123443,1,123443,Palembang,completed,2024-08-07,CUST014684
TRX0061022,Matras Yoga 6mm,Sports,177749,1,177749,Bandung,completed,2024-01-26,CUST022394
TRX0061023,Sneakers Canvas,Fashion,432434,1,432434,Tangerang,returned,2024-03-09,CUST047748
TRX0061024,Moisturizer Aloe,Beauty,156585,1,156585,Bekasi,completed,2024-12-22,CUST031926
TRX0061025,Celana Chino,Fashion,289462,4,1157848,Bekasi,completed,2024-08-24,CUST035372
TRX0061026,Green Tea Premium,Food & Beverage,60588,5,302940,Bandung,returned,2024-04-27,CUST001700
TRX0061027,Serum Vitamin C,Beauty,208558,3,625674,Bandung,cancelled,2024-01-26,CUST022944
TRX0061028,Protein Bar Box,Food & Beverage,220031,4,880124,Jakarta,returned,2024-12-21,CUST001428
TRX0061029,Moisturizer Aloe,Beauty,158924,5,794620,Depok,cancelled,2024-02-10,CUST006332
TRX0061030,Granola Homemade,Food & Beverage,70596,2,141192,Bandung,completed,2024-01-29,CUST012508
TRX0061031,Lego City Set,Toys,499846,4,1999384,Makassar,completed,2024-03-10,CUST043630
TRX0061032,Komik Manga Vol 1,Books,56814,4,227256,Surabaya,returned,2024-07-12,CUST046334
TRX0061033,TWS Earbuds,Electronics,495331,4,1981324,Bekasi,completed,2024-10-27,CUST031599
TRX0061034,Matras Yoga 6mm,Sports,154224,3,462672,Jakarta,completed,2024-05-25,CUST014005
TRX0061035,Serum Vitamin C,Beauty,218963,1,218963,Bandung,completed,2024-02-27,CUST001218
TRX0061036,Playdough Set,Toys,90942,5,454710,Bandung,completed,2024-06-15,CUST003777
TRX0061037,Kemeja Flannel,Fashion,221507,5,1107535,Semarang,completed,2024-01-30,CUST013415
TRX0061038,Buku Pemrograman Py,Books,136513,5,682565,Semarang,completed,2024-04-01,CUST012303
TRX0061039,Moisturizer Aloe,Beauty,177302,4,709208,Palembang,completed,2024-09-02,CUST033322
TRX0061040,Kemeja Flannel,Fashion,189592,4,758368,Depok,completed,2024-07-21,CUST001296
TRX0061041,Novel Bestseller,Books,100679,3,302037,Palembang,cancelled,2024-08-20,CUST027582
TRX0061042,Sepatu Lari Pro,Sports,914852,5,4574260,Surabaya,completed,2024-05-31,CUST036767
TRX0061043,Protein Bar Box,Food & Beverage,185516,4,742064,Surabaya,completed,2024-10-17,CUST012080
TRX0061044,Moisturizer Aloe,Beauty,156539,1,156539,Surabaya,completed,2024-05-14,CUST035720
TRX0061045,Lego City Set,Toys,429594,5,2147970,Bekasi,completed,2024-05-22,CUST016206
TRX0061046,Tas Ransel Kulit,Fashion,484082,3,1452246,Tangerang,cancelled,2024-12-18,CUST001058
TRX0061047,Atomic Habits ID,Books,121398,4,485592,Palembang,completed,2024-05-03,CUST023147
