,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
42301,,,5000.0,5000.0,1333.46, 36 months,12.80%,167.99,D,D4,Lintel Painting,2 years,OWN,20000.0,Not Verified,Nov-07,Does not meet the credit policy. Status:Fully Paid,n,,"Going to be restoring the interior of an old house in need of drywall compounding and painting .  Loan will be used to purchase a used or new Graco GMAX 2 3900  spray machine or other spray machine in the same category of performance.  A large scaffold will also be rented out, along with spliting the cost for materials 50/50 such as drywall compound and paint with the customer. I Will be reimbursed for drywall material and paint once job is complete.) ",small_business,Business loan for side job.,125xx,NY,19.02,0.0,Mar-05,1.0,24.0,0.0,1.0,0.0,0.0,0%,1.0,f,0.0,0.0,6047.573977,1606.23,5000.0,1047.57,0.0,0.0,0.0,Nov-10,175.45,Dec-10,Dec-10,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5580,,,12000.0,12000.0,12000.0, 60 months,14.65%,283.28,C,C3,Bechtel,3 years,RENT,93000.0,Verified,Oct-11,Fully Paid,n,,,debt_consolidation,My Debt Loan,330xx,FL,21.55,0.0,Jan-98,2.0,,,8.0,0.0,28451.0,69.40%,26.0,f,0.0,0.0,16858.58999,16858.59,12000.0,4858.59,0.0,0.0,0.0,Jan-16,2694.59,,Feb-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
35726,,,13000.0,13000.0,12017.10292, 36 months,12.87%,437.24,C,C1,Deloitte,< 1 year,RENT,78000.0,Verified,Aug-09,Fully Paid,n,,"I recently graduated with an MBA from a top 20 program and am currently employed with a large professional services firm in the Washington, DC area (one of the Big Four).   Debt has become part of going to graduate school--especially in a full-time program--and I am looking to consolidate debt incurred as a result of relocation for school, housing, books, and other living expenses.  I am gainfully employed with a very stable company and will have no problem meeting the monthly payments.",debt_consolidation,New MBA Wanting to Consolidate Debt,208xx,MD,6.26,0.0,Mar-95,2.0,54.0,,13.0,0.0,1783.0,59.40%,22.0,f,0.0,0.0,15644.95622,14376.31,13000.0,2644.96,0.0,0.0,0.0,Mar-12,16.29,,Oct-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
6958,,,4800.0,4800.0,4800.0, 36 months,14.65%,165.58,C,C3,Best Buy,2 years,RENT,14400.0,Verified,Sep-11,Fully Paid,n,,"  Borrower added on 09/19/11 > I need the money to purchase a car. Reliable when it comes to paying on time every time, but credit history is still young.<br/>",car,Car Loan,953xx,CA,2.08,0.0,Jun-06,1.0,33.0,,2.0,0.0,40.0,2.20%,9.0,f,0.0,0.0,5311.477393,5311.48,4800.0,511.48,0.0,0.0,0.0,Jan-13,1119.33,,Feb-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
34741,,,10000.0,10000.0,9975.0, 36 months,11.14%,328.04,B,B1,Cincinnati PC Solutions,3 years,MORTGAGE,37440.0,Not Verified,Oct-09,Fully Paid,n,,I have a Home depot credit card that has a balance of $6700. I wish to pay this account in full and cancel the card.  I also have a home improvement project  i wish to complete (bathroom remodeling).  My personal cresit score is very good to excellent. I have never missed a payment and always been responsible for my credit purchasing/ payments.  I have always been in full time employment.,other,Home improvement/ consolidate debt,452xx,OH,14.13,0.0,Jun-04,0.0,,,6.0,0.0,6811.0,56.80%,18.0,f,0.0,0.0,11267.12095,11238.95,10000.0,1267.12,0.0,0.0,0.0,Mar-11,6019.92,,Aug-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
41128,,,1800.0,1800.0,1800.0, 36 months,12.21%,59.97,B,B5,Newark Emergency Services for Families,1 year,RENT,33000.0,Not Verified,Jun-09,Does not meet the credit policy. Status:Fully Paid,n,,"Honestly, I really would like to consolidate all of my debt into one lump sum. It goes without saying that paying off ONE debt, on a monthly basis, is much easier than paying off 5 or 6. Too many different interest rates, too many dates to remember, and in too many directions my money is being pulled. I feel this would be a great opportunity for me to pay off my debt, terminate one or two of my credit cards, and start fresh.   I would utilize this loan to pay off any and all credit cards, account fees, medical expenses, etc. This loan would be an unbelievable help to me. I am willing and ready to set up an automated deduction plan and/or schedule, to assure you that you get your money on a monthly basis. Please give this application the utmost of your consideration. ",debt_consolidation,Personal Loan,070xx,NJ,1.93,1.0,Oct-86,4.0,23.0,,6.0,0.0,1469.0,22.30%,6.0,f,0.0,0.0,2190.537264,2190.54,1800.0,390.54,0.0,0.0,0.0,Jul-12,136.83,Aug-12,Oct-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
16283,,,10800.0,10800.0,10800.0, 60 months,16.40%,264.94,E,E1,Music Celebrations Int'l,5 years,RENT,45000.0,Verified,Apr-11,Fully Paid,n,,,credit_card,Always on time with payments,852xx,AZ,20.67,0.0,Jan-02,1.0,61.0,,6.0,0.0,5784.0,86.30%,26.0,f,0.0,0.0,11063.21,11063.21,10800.0,263.21,0.0,0.0,0.0,Nov-11,238.14,,Feb-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
20698,,,12500.0,12500.0,12500.0, 36 months,7.29%,387.63,A,A4,USPS,4 years,RENT,50000.0,Verified,Jan-11,Fully Paid,n,,,debt_consolidation,Mike's Loan ,980xx,WA,2.83,0.0,Mar-00,1.0,,,7.0,0.0,1067.0,3.90%,14.0,f,0.0,0.0,13408.51307,13408.51,12500.0,908.51,0.0,0.0,0.0,Jun-12,6842.37,,Jun-12,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3399,,,7000.0,7000.0,7000.0, 36 months,11.71%,231.54,B,B3,3m,10+ years,MORTGAGE,60000.0,Not Verified,Nov-11,Fully Paid,n,,,debt_consolidation,consolidation loan,768xx,TX,6.12,1.0,Nov-91,0.0,15.0,,3.0,0.0,9925.0,43.20%,8.0,f,0.0,0.0,8335.090002,8335.09,7000.0,1335.09,0.0,0.0,0.0,Dec-14,240.07,,Feb-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13513,,,24000.0,17200.0,17200.0, 36 months,15.62%,601.48,C,C4,Chase,4 years,OWN,190000.0,Source Verified,Jun-11,Fully Paid,n,,We've been very successful at lowering our debt by focusing on credit cards with lower balances and rolling the payments to other credit cards. We would like to accelerate the payment of these cards hence why I'm requesting this loan. We are currently employed full time with relatively good paying jobs. We have no other debts besides the CC we are trying to consolidate and one student loan (the other one is paid in full) We are more than capable of making the requested monthly payments.,debt_consolidation,Note Consolidation ,335xx,FL,4.83,0.0,Jan-95,2.0,45.0,,11.0,0.0,12803.0,44.90%,37.0,f,0.0,0.0,21383.78426,21383.78,17200.0,4183.78,0.0,0.0,0.0,Oct-13,5176.99,,Oct-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
32310,,,7000.0,7000.0,7000.0, 36 months,10.25%,226.7,B,B2,Houston Airport System,5 years,RENT,46000.0,Not Verified,Feb-10,Fully Paid,n,, ,debt_consolidation,Paul's Get Out of Debt Loan,773xx,TX,23.77,0.0,Jul-95,0.0,,,7.0,0.0,14685.0,89.80%,14.0,f,0.0,0.0,8161.447727,8161.45,7000.0,1161.45,0.0,0.0,0.0,Mar-13,265.69,,Feb-13,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38764,,,1500.0,1175.0,0.0, 36 months,7.37%,36.48,A,A1,wal-mart,10+ years,RENT,35004.0,Not Verified,May-08,Fully Paid,n,," I like the low interest rate you qouted me to be fixed and deposited in my checking account in Delta Community Credit Union. I also prefer top have less than 36 months to pay for it. I rather have 12 Months! By the way, I have great credit as you can tell.  Thank You!! Mark Newberry",debt_consolidation,Consolidation,302xx,GA,7.1,0.0,Jan-95,0.0,,,7.0,0.0,3914.0,15.50%,48.0,f,0.0,0.0,1189.25,0.0,1175.0,14.25,0.0,0.0,0.0,Jul-08,1149.27,,May-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11893,,,9600.0,9600.0,6375.0, 36 months,13.49%,325.74,C,C2,UPS,9 years,MORTGAGE,74400.0,Verified,Jul-11,Charged Off,n,,,debt_consolidation,A New Life,757xx,TX,24.81,0.0,Feb-00,0.0,52.0,,11.0,0.0,3952.0,35.30%,38.0,f,0.0,0.0,432.0,430.71,0.0,0.0,0.0,432.0,4.18,,0.0,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
32323,,,5600.0,5600.0,5550.0, 36 months,14.59%,193.01,D,D1,,1 year,RENT,14400.0,Not Verified,Feb-10,Charged Off,n,,  Borrower added on 02/11/10 > to help consolidate my debt<br/> Borrower added on 02/15/10 > borrowing money to get rid of my debt so i can afford to go back to school in the spring. My credit is good and i have a stable job that is full time. I just need to get ahead alittle and stop paying so much intrest on my credit cards! I am a great borrower because my credit history with my credit card companies are great and always on time.<br/>,debt_consolidation,debt consolidation,019xx,MA,6.33,0.0,Dec-05,0.0,,,3.0,0.0,1578.0,68.60%,3.0,f,0.0,0.0,4119.91,4083.16,2667.61,1015.09,14.97525,422.24,78.0354,Oct-11,200.0,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
8962,,,14000.0,14000.0,14000.0, 60 months,11.99%,311.36,B,B5,RR Donnelley,< 1 year,MORTGAGE,76000.0,Not Verified,Aug-11,Fully Paid,n,,  Borrower added on 08/19/11 > I plan to use this personal loan to consolidate debt.  I have over 15 years of credit history with zero late payments.<br/> Borrower added on 08/26/11 > I will use the funds to pay off higher rate debts and then will be closing the accounts.  I have a very stable job and am open to any questions that prospective investors have.<br/>,debt_consolidation,Debt Consolidation,774xx,TX,19.52,0.0,Jan-95,0.0,,,12.0,0.0,32213.0,79%,27.0,f,0.0,0.0,16023.24091,16023.24,14000.0,2023.24,0.0,0.0,0.0,Jan-13,11357.91,,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
17660,,,30000.0,30000.0,29975.0, 60 months,16.40%,735.94,E,E1,MRM Worldwide,1 year,MORTGAGE,100000.0,Verified,Apr-11,Fully Paid,n,,"  Borrower added on 03/26/11 > I would like to consolidate my debts and prepare for a home move.<br/> Borrower added on 03/28/11 > I have been a home owner for 15 years with a perfect mortgage payment record.  I also am about to pay off my first loan with Lending club, also with a perfect payment record.  thank you.<br/>",debt_consolidation,Home Move,482xx,MI,23.4,1.0,Dec-90,1.0,8.0,,14.0,0.0,18329.0,72.70%,43.0,f,0.0,0.0,44124.85995,44088.09,30000.0,14124.86,0.0,0.0,0.0,Jan-16,2912.22,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
14690,,,12000.0,12000.0,11600.0, 36 months,8.49%,378.76,A,A5,Time Warner Cable,9 years,MORTGAGE,97000.0,Verified,May-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation,142xx,NY,13.29,0.0,Dec-98,0.0,,,18.0,0.0,24572.0,33%,55.0,f,0.0,0.0,12753.65515,12328.53,12000.0,753.66,0.0,0.0,0.0,Apr-12,9370.1,,May-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
38857,,,5600.0,5600.0,1852.22, 36 months,11.03%,183.42,C,C1,Self,< 1 year,RENT,50000.0,Not Verified,Apr-08,Fully Paid,n,,"I am requesting a loan to purchase a motorcycle. I have no other debt except for $7000 in student loans, which I have never been late on any payments. I DO NOT even have any credit card debt.   ",major_purchase,Kyle's Loan,553xx,MN,0.6,1.0,Sep-04,2.0,15.0,,2.0,0.0,424.0,8%,3.0,f,0.0,0.0,6568.442052,2172.32,5599.99,968.45,0.0,0.0,0.0,Nov-10,4.42,,Nov-10,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
36753,,,8400.0,8400.0,5386.687665, 36 months,12.53%,281.12,C,C1,Integrated Access Solutions  Inc.,3 years,RENT,48000.0,Not Verified,May-09,Fully Paid,n,," Thank you.  I want to purchase my first home and pay off my debts, but the interest rates are exorbitant and only getting worse.",debt_consolidation,Credit Card Consolidation,926xx,CA,17.95,0.0,Oct-96,1.0,54.0,,16.0,0.0,12964.0,72.40%,27.0,f,0.0,0.0,10120.15206,6182.94,8400.0,1720.15,0.0,0.0,0.0,May-12,290.59,,May-12,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
21917,,,3500.0,3500.0,3000.0, 36 months,8.88%,111.11,B,B1,Montefiore Medical Center,< 1 year,RENT,55000.0,Verified,Dec-10,Fully Paid,n,,,home_improvement,Personal Spending,100xx,NY,4.19,0.0,Feb-82,0.0,,,3.0,0.0,0.0,0%,7.0,f,0.0,0.0,3999.938939,3428.52,3500.0,499.94,0.0,0.0,0.0,Jan-14,116.68,,May-15,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
35904,,,12000.0,12000.0,11900.0, 36 months,9.63%,385.14,A,A5,ESAPCO,1 year,MORTGAGE,65000.0,Not Verified,Jul-09,Charged Off,n,,Just looking to consolidate some debt..,debt_consolidation,Loanmike,061xx,CT,11.76,0.0,Aug-88,2.0,,,11.0,0.0,54707.0,50.60%,24.0,f,0.0,0.0,10013.64,9930.28,8298.09,1696.83,0.0,18.72,5.76,Oct-11,385.14,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
9869,,,5600.0,5600.0,5600.0, 36 months,8.49%,176.76,A,A5,American Imaging Management,< 1 year,RENT,63000.0,Verified,Aug-11,Fully Paid,n,,  Borrower added on 08/05/11 > Pay off Credit Cards<br/>,credit_card,Credit Card,606xx,IL,11.85,0.0,Jul-87,0.0,,,7.0,0.0,9584.0,87.10%,16.0,f,0.0,0.0,6350.721818,6350.72,5600.0,750.72,0.0,0.0,0.0,Apr-14,908.1,,Apr-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
23821,,,4000.0,4000.0,4000.0, 36 months,5.79%,121.31,A,A2,Laird Broadcasting WDUX AM-FM,1 year,MORTGAGE,20000.0,Not Verified,Nov-10,Fully Paid,n,,  Borrower added on 11/03/10 > Home Improvement loan to replace roof and porch<br/>,home_improvement,Home Repair ,549xx,WI,0.9,0.0,Sep-93,0.0,,,12.0,0.0,90.0,0.20%,26.0,f,0.0,0.0,4367.166707,4367.17,4000.0,367.17,0.0,0.0,0.0,Nov-13,149.3,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5233,,,4000.0,4000.0,4000.0, 36 months,7.51%,124.45,A,A3,,,OWN,57600.0,Not Verified,Oct-11,Fully Paid,n,,,debt_consolidation,Debt Consolidation Loan,923xx,CA,17.48,0.0,Aug-84,0.0,,,5.0,0.0,23107.0,63.50%,28.0,f,0.0,0.0,4479.93,4479.93,4000.0,479.93,0.0,0.0,0.0,Nov-14,130.97,,Oct-14,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
11096,,,4800.0,4800.0,4800.0, 36 months,14.79%,165.91,C,C4,Kayne Anderson,4 years,RENT,61000.0,Not Verified,Jul-11,Fully Paid,n,,"  Borrower added on 07/19/11 > Relocating my son to Spokane for his Sophmore year in college.  He attends Whitworth University.<br/> Borrower added on 07/19/11 > Loan will help me to bridge expenses.  I have been at my job for more than 4 years, job prior to that 13 years.  I am unable to secure a loan at the bank as I do not have collateral, home equity.<br/>",moving,spokane,900xx,CA,6.96,0.0,Jun-86,1.0,79.0,104.0,11.0,1.0,9810.0,90%,15.0,f,0.0,0.0,5837.487119,5837.49,4800.0,1022.49,14.99999996,0.0,0.0,Aug-13,2018.23,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
2128,,,10000.0,10000.0,10000.0, 36 months,16.77%,355.39,D,D2,Bimbo Bakeries USA,9 years,MORTGAGE,77000.0,Not Verified,Nov-11,Fully Paid,n,,,debt_consolidation,Consolidation Loan,088xx,NJ,11.13,0.0,Jul-98,1.0,,,11.0,0.0,27998.0,90.30%,24.0,f,0.0,0.0,11031.30943,11031.31,10000.0,1031.31,0.0,0.0,0.0,Sep-12,11.74,,Sep-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
37239,,,5000.0,5000.0,4975.0, 36 months,14.11%,171.15,D,D1,Oce Business Services,3 years,OWN,25740.0,Not Verified,Mar-09,Fully Paid,n,, I would like to pay off a couple of credit card balances early.  I'm tired of paying multiple bills each month with multiple rates.  With what i've been paying each month i'll be able to repay the loan within a year.,debt_consolidation,Tired of High Rates,750xx,TX,6.2,1.0,Dec-99,2.0,23.0,,3.0,0.0,4852.0,57.80%,6.0,f,0.0,0.0,6055.526121,6025.25,4999.99,1055.54,0.0,0.0,0.0,Jun-11,1779.93,,Jun-17,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
3830,,,9500.0,9500.0,9500.0, 60 months,19.42%,248.64,E,E3,stew leonard,10+ years,RENT,50400.0,Source Verified,Nov-11,Fully Paid,n,,  Borrower added on 11/03/11 > my monthy budget is well in this range have no problem making payments use the funds to pay off credit card bills and loans<br/>,debt_consolidation,harvick,068xx,CT,16.95,0.0,Jan-99,1.0,,116.0,4.0,1.0,8548.0,54.40%,15.0,f,0.0,0.0,14346.20997,14346.21,9500.0,4846.21,0.0,0.0,0.0,May-15,4164.38,,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
39898,,,8000.0,8000.0,7875.0, 60 months,14.83%,189.61,D,D3,Primrerica Insurance,1 year,MORTGAGE,26000.0,Verified,Nov-10,Does not meet the credit policy. Status:Charged Off,n,,  Borrower added on 11/10/10 > I just purchased a home and I want to make some changes along with buy some new things for the home.<br/> Borrower added on 11/13/10 > thanks to each and everyone that has contributed to my new journey.  I really appreaciate it and I am so happy to be a first time home owner. I am so excited and can't wait to start buying new things. If anyone has evry purchased a house you know you spend most of your money trying to buy the house and once you get in it you need so many new things. I just wanted to say thanks and I really aprreciate each and every one of you making my dream come true.<br/>,home_improvement,improvements,300xx,GA,8.4,0.0,Jul-00,6.0,,,6.0,0.0,9174.0,75.80%,14.0,f,0.0,0.0,2397.91,2360.4,1059.9,1021.3,0.0,316.71,3.19,Oct-11,189.61,Mar-12,Oct-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
19873,,,10000.0,10000.0,10000.0, 60 months,13.80%,231.65,C,C4,VILLAGE OF ELMSFORD,8 years,RENT,60000.0,Not Verified,Feb-11,Fully Paid,n,,,car,CAR PAY OFF LOAN ,105xx,NY,13.16,0.0,Dec-97,1.0,,,3.0,0.0,5146.0,70.50%,9.0,f,0.0,0.0,12731.08009,12731.08,10000.0,2731.08,0.0,0.0,0.0,Jul-13,6279.24,,Jun-16,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
40216,,,12000.0,12000.0,11925.0, 60 months,13.98%,279.1,C,C3,Hines interests,3 years,MORTGAGE,120000.0,Not Verified,Aug-10,Does not meet the credit policy. Status:Fully Paid,n,,  Borrower added on 08/16/10 > I've been employed as an engineer for over 15 years.I work for one the largest Real estate management co.in the world.My job security for the foreseeable future is very good.<br/><br/>I've never defaulted on any type of loan.<br/><br/>This loan will cut my monthly credit card payments by 50%.<br/>,credit_card,chase relief funds,113xx,NY,5.39,0.0,Jun-96,4.0,27.0,,8.0,0.0,7363.0,50.10%,31.0,f,0.0,0.0,16745.53486,16640.88,12000.0,4745.53,0.0,0.0,0.0,Aug-15,292.86,Sep-15,Jun-18,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
