TransactionID,CustomerID,ProductCategory,SalesPrice,Quantity,TransactionDate,Region,DISC04
T54440,C947,BOOKS,47.91,1,2024-01-28,EAST,DISC05
T23897,C952,CLOTHING,74.44,1,2024-01-28,CENTRAL,DISC05
T01245,C972,BOOKS,10.0,1,2024-01-28,WEST,DISC02
T44276,C985,TOYS,31.37,1,2024-01-28,WEST,NO_DISCOUNT
T13076,C990,CLOTHING,56.38,1,2024-01-28,EAST,DISC01
T08808,C996,ELECTRONICS,169.4,1,2024-01-28,CENTRAL,DISC01
T55099,C100,FOOD,11.2,2,2024-01-28,EAST,NO_DISCOUNT
T17405,C1006,BOOKS,20.79,2,2024-01-28,EAST,NO_DISCOUNT
T33160,C1014,FOOD,9.55,2,2024-01-28,WEST,DISC05
T33783,C103,BOOKS,34.54,2,2024-01-28,EAST,DISC02
T42683,C1030,CLOTHING,54.22,2,2024-01-28,CENTRAL,DISC02
T15789,C1038,FOOD,9.68,2,2024-01-28,EAST,NO_DISCOUNT
T42493,C1041,TOYS,47.33,2,2024-01-28,WEST,NO_DISCOUNT
TR2408,C1042,TOYS,34.47,2,2024-01-28,CENTRAL,DISC02
T01472,C1049,BOOKS,28.94,2,2024-01-28,EAST,DISC02
T59900,C1049,BOOKS,27.85,2,2024-01-28,WEST,DISC01
T31926,C1050,BOOKS,10.0,2,2024-01-28,WEST,DISC05
T55597,C1051,TOYS,26.0,2,2024-01-28,WEST,DISC05
T20991,C1057,CLOTHING,65.07,2,2024-01-28,CENTRAL,DISC02
T10507,C1057,BOOKS,24.18,2,2024-01-28,WEST,DISC05
T38027,C1058,BOOKS,10.0,2,2024-01-28,CENTRAL,DISC02
T26826,C1059,TOYS,51.1,2,2024-01-28,CENTRAL,DISC05
T09248,C1069,ELECTRONICS,232.74,2,2024-01-28,CENTRAL,DISC01
T09743,C1075,ELECTRONICS,219.9,2,2024-01-28,WEST,DISC05
T13259,C1076,ELECTRONICS,270.57,2,2024-01-28,WEST,DISC02
T16093,C1078,TOYS,50.49,2,2024-01-28,WEST,DISC02
T41577,C1086,CLOTHING,69.81,2,2024-01-28,WEST,NO_DISCOUNT
T16404,C1096,TOYS,30.89,2,2024-01-28,CENTRAL,DISC05
T11860,C1098,HOME,113.93,2,2024-01-28,EAST,DISC05
T28267,C132,ELECTRONICS,252.21,2,2024-01-28,EAST,DISC02
T27644,C140,CLOTHING,45.93,2,2024-01-28,EAST,DISC02
T04583,C147,HOME,78.11,2,2024-01-28,EAST,DISC02
T56316,C159,TOYS,50.3,2,2024-01-28,CENTRAL,DISC05
T00452,C167,TOYS,32.78,2,2024-01-28,WEST,DISC05
T31675,C170,BOOKS,49.3,2,2024-01-28,WEST,DISC05
T55735,C172,CLOTHING,51.4,2,2024-01-28,CENTRAL,DISC05
T38329,C174,BOOKS,10.0,2,2024-01-28,CENTRAL,DISC02
T14727,C222,TOYS,36.59,2,2024-01-28,EAST,DISC05
T22114,C227,CLOTHING,65.08,2,2024-01-28,WEST,DISC05
T46262,C233,CLOTHING,65.42,2,2024-01-28,EAST,NO_DISCOUNT
T30349,C233,CLOTHING,45.27,2,2024-01-28,WEST,DISC05
T12318,C250,HOME,106.18,2,2024-01-28,WEST,DISC01
T50214,C254,CLOTHING,54.17,2,2024-01-28,CENTRAL,DISC01
T59263,C265,HOME,75.25,2,2024-01-28,EAST,NO_DISCOUNT
T49651,C266,FOOD,12.75,2,2024-01-28,CENTRAL,DISC02
T35958,C270,TOYS,38.19,2,2024-01-28,WEST,NO_DISCOUNT
T64065,C273,CLOTHING,70.81,2,2024-01-28,EAST,NO_DISCOUNT
T32252,C285,TOYS,32.14,2,2024-01-28,WEST,DISC05
T52690,C287,TOYS,34.98,2,2024-01-28,CENTRAL,DISC05
T31158,C289,FOOD,14.38,2,2024-01-28,EAST,DISC05
T56831,C303,HOME,79.97,2,2024-01-28,WEST,NO_DISCOUNT
T12950,C309,FOOD,15.56,2,2024-01-28,WEST,DISC02
T38854,C312,FOOD,10.9,2,2024-01-28,EAST,DISC01
T41058,C315,ELECTRONICS,294.54,2,2024-01-28,EAST,DISC05
T08405,C318,BOOKS,10.0,2,2024-01-28,WEST,NO_DISCOUNT
T21831,C323,CLOTHING,60.24,2,2024-01-28,EAST,DISC01
T51600,C323,CLOTHING,86.0,2,2024-01-28,WEST,DISC01
T23542,C327,ELECTRONICS,229.82,2,2024-01-28,WEST,DISC01
T18919,C336,HOME,112.52,2,2024-01-28,EAST,DISC05
TX6448,C345,CLOTHING,52.58,2,2024-01-28,WEST,DISC03
T63776,C345,FOOD,13.68,2,2024-01-28,WEST,DISC05
T30729,C356,BOOKS,34.03,2,2024-01-28,CENTRAL,DISC05
T51127,C389,ELECTRONICS,295.96,2,2024-01-28,CENTRAL,NO_DISCOUNT
T50922,C389,CLOTHING,51.29,2,2024-01-28,EAST,NO_DISCOUNT
T60021,C400,ELECTRONICS,155.93,2,2024-01-28,WEST,NO_DISCOUNT
T33871,C402,HOME,89.99,2,2024-01-28,EAST,DISC05
T50030,C420,FOOD,14.8,2,2024-01-28,EAST,DISC01
T11575,C428,HOME,115.0,2,2024-01-28,WEST,DISC05
T01334,C434,FOOD,12.04,2,2024-01-28,EAST,DISC01
T34248,C451,CLOTHING,61.7,2,2024-01-28,WEST,DISC01
T21320,C451,TOYS,37.0,2,2024-01-28,WEST,DISC02
T32467,C453,FOOD,15.08,2,2024-01-28,EAST,DISC02
T48521,C492,FOOD,12.54,2,2024-01-28,EAST,NO_DISCOUNT
T24915,C517,TOYS,31.9,2,2024-01-28,WEST,NO_DISCOUNT
T52032,C526,HOME,122.85,2,2024-01-28,CENTRAL,DISC05
T21310,C526,CLOTHING,53.58,2,2024-01-28,WEST,NO_DISCOUNT
T49356,C536,TOYS,26.0,2,2024-01-28,CENTRAL,NO_DISCOUNT
T46195,C538,ELECTRONICS,209.49,2,2024-01-28,CENTRAL,NO_DISCOUNT
T60681,C545,BOOKS,10.0,2,2024-01-28,CENTRAL,DISC01
T52699,C554,ELECTRONICS,94.31,2,2024-01-28,CENTRAL,DISC01
T59089,C562,TOYS,26.0,2,2024-01-28,WEST,DISC05
T20713,C569,FOOD,17.0,2,2024-01-28,EAST,NO_DISCOUNT
T27732,C570,ELECTRONICS,328.1,2,2024-01-28,WEST,DISC05
T12106,C572,HOME,112.06,2,2024-01-28,WEST,NO_DISCOUNT
T01509,C584,ELECTRONICS,86.0,2,2024-01-28,CENTRAL,DISC05
T15613,C587,BOOKS,32.95,2,2024-01-28,WEST,NO_DISCOUNT
T06814,C594,TOYS,45.8,2,2024-01-28,EAST,NO_DISCOUNT
T42059,C599,CLOTHING,60.96,2,2024-01-28,EAST,DISC01
T11238,C608,CLOTHING,78.25,2,2024-01-28,EAST,NO_DISCOUNT
T39263,C618,ELECTRONICS,211.97,2,2024-01-28,WEST,DISC01
T24755,C619,TOYS,40.75,2,2024-01-28,WEST,DISC05
T16746,C620,CLOTHING,74.39,2,2024-01-28,CENTRAL,NO_DISCOUNT
T64116,C632,TOYS,36.94,2,2024-01-28,CENTRAL,NO_DISCOUNT
T49892,C638,HOME,118.38,2,2024-01-28,EAST,DISC05
T24456,C649,TOYS,26.0,2,2024-01-28,WEST,NO_DISCOUNT
T43144,C662,ELECTRONICS,202.32,2,2024-01-28,WEST,NO_DISCOUNT
T61425,C667,HOME,108.54,2,2024-01-28,WEST,NO_DISCOUNT
T54909,C682,BOOKS,16.01,2,2024-01-28,EAST,DISC05
T34187,C692,HOME,75.25,2,2024-01-28,WEST,DISC05
T16716,C698,HOME,130.0,2,2024-01-28,CENTRAL,NO_DISCOUNT
T38740,C709,TOYS,26.0,2,2024-01-28,CENTRAL,NO_DISCOUNT
T52642,C731,TOYS,26.0,2,2024-01-28,EAST,DISC02
T60475,C733,CLOTHING,83.11,2,2024-01-28,EAST,NO_DISCOUNT
T59640,C762,ELECTRONICS,294.45,2,2024-01-28,EAST,DISC01
T28089,C764,FOOD,11.55,2,2024-01-28,EAST,DISC01
T46712,C768,FOOD,10.29,2,2024-01-28,EAST,DISC05
T52717,C778,TOYS,36.42,2,2024-01-28,CENTRAL,DISC05
T43805,C781,ELECTRONICS,195.46,2,2024-01-28,EAST,DISC02
T35238,C782,ELECTRONICS,279.09,2,2024-01-28,WEST,NO_DISCOUNT
T21563,C782,HOME,130.0,2,2024-01-28,WEST,DISC05
T59060,C799,FOOD,11.01,2,2024-01-28,CENTRAL,DISC05
T56304,C803,ELECTRONICS,247.55,2,2024-01-28,CENTRAL,DISC02
T18288,C807,FOOD,13.31,2,2024-01-28,EAST,NO_DISCOUNT
T24423,C819,FOOD,12.08,2,2024-01-28,EAST,DISC02
T58861,C828,TOYS,29.12,2,2024-01-28,EAST,NO_DISCOUNT
T05100,C839,ELECTRONICS,156.08,2,2024-01-28,WEST,DISC01
T09009,C879,CLOTHING,71.35,2,2024-01-28,EAST,DISC02
T26587,C886,HOME,105.08,2,2024-01-28,CENTRAL,DISC02
T50690,C911,FOOD,12.24,2,2024-01-28,WEST,DISC02
T30429,C930,HOME,107.94,2,2024-01-28,WEST,NO_DISCOUNT
T45550,C935,CLOTHING,60.72,2,2024-01-28,CENTRAL,NO_DISCOUNT
T46221,C943,TOYS,45.02,2,2024-01-28,WEST,NO_DISCOUNT
T11699,C957,TOYS,44.74,2,2024-01-28,CENTRAL,DISC01
T63884,C958,ELECTRONICS,272.78,2,2024-01-28,EAST,DISC05
T58920,C962,ELECTRONICS,146.78,2,2024-01-28,WEST,NO_DISCOUNT
T02962,C976,BOOKS,25.95,2,2024-01-28,EAST,DISC05
T07611,C980,BOOKS,44.54,2,2024-01-28,CENTRAL,DISC02
T10426,C984,BOOKS,10.0,2,2024-01-28,CENTRAL,DISC02
T08681,C990,BOOKS,34.4,2,2024-01-28,EAST,NO_DISCOUNT
T25176,C993,CLOTHING,53.72,2,2024-01-28,EAST,DISC05
T24997,UNKNOWN,BOOKS,41.58,2,2024-01-28,EAST,DISC02
T58410,C1001,HOME,95.61,3,2024-01-28,CENTRAL,DISC01
T04925,C1001,BOOKS,30.46,3,2024-01-28,WEST,NO_DISCOUNT
T63643,C1018,ELECTRONICS,304.65,3,2024-01-28,EAST,NO_DISCOUNT
T30317,C1018,HOME,114.01,3,2024-01-28,WEST,NO_DISCOUNT
T42175,C1074,TOYS,46.97,3,2024-01-28,EAST,DISC02
T54705,C110,FOOD,16.32,3,2024-01-28,EAST,DISC01
T54691,C111,FOOD,17.0,3,2024-01-28,EAST,DISC01
T47990,C130,BOOKS,12.08,3,2024-01-28,WEST,DISC02
T18542,C165,FOOD,12.43,3,2024-01-28,CENTRAL,DISC02
T06124,C166,ELECTRONICS,141.21,3,2024-01-28,WEST,DISC05
T53806,C170,FOOD,13.14,3,2024-01-28,EAST,DISC01
T28823,C180,CLOTHING,60.94,3,2024-01-28,WEST,DISC02
T61485,C191,FOOD,14.52,3,2024-01-28,WEST,DISC05
T48838,C207,ELECTRONICS,187.47,3,2024-01-28,CENTRAL,NO_DISCOUNT
T49294,C211,HOME,89.01,3,2024-01-28,WEST,NO_DISCOUNT
T38044,C213,HOME,80.96,3,2024-01-28,EAST,DISC05
T02629,C226,BOOKS,10.0,3,2024-01-28,WEST,DISC05
T33647,C232,BOOKS,35.18,3,2024-01-28,EAST,DISC02
TR6590,C244,CLOTHING,66.66,3,2024-01-28,CENTRAL,DISC05
T14604,C253,BOOKS,18.54,3,2024-01-28,CENTRAL,DISC02
T10970,C268,BOOKS,43.23,3,2024-01-28,CENTRAL,DISC02
T34315,C285,BOOKS,33.52,3,2024-01-28,CENTRAL,NO_DISCOUNT
T14425,C290,ELECTRONICS,255.44,3,2024-01-28,EAST,DISC02
T43344,C293,FOOD,12.06,3,2024-01-28,EAST,NO_DISCOUNT
T48195,C299,CLOTHING,73.66,3,2024-01-28,CENTRAL,NO_DISCOUNT
T63972,C301,TOYS,37.88,3,2024-01-28,CENTRAL,NO_DISCOUNT
T47041,C305,FOOD,13.6,3,2024-01-28,WEST,DISC02
T57303,C313,BOOKS,24.39,3,2024-01-28,EAST,DISC05
T46766,C321,TOYS,28.43,3,2024-01-28,WEST,DISC01
T28866,C326,TOYS,44.02,3,2024-01-28,CENTRAL,DISC02
T46979,C334,FOOD,13.23,3,2024-01-28,CENTRAL,NO_DISCOUNT
T15785,C345,BOOKS,39.67,3,2024-01-28,WEST,DISC01
TR1361,C357,CLOTHING,61.93,3,2024-01-28,WEST,DISC01
T53914,C358,BOOKS,17.56,3,2024-01-28,EAST,DISC01
T13920,C376,FOOD,13.69,3,2024-01-28,WEST,NO_DISCOUNT
T49287,C384,TOYS,40.37,3,2024-01-28,WEST,NO_DISCOUNT
T42512,C400,BOOKS,26.19,3,2024-01-28,EAST,DISC01
T31909,C410,TOYS,48.86,3,2024-01-28,EAST,DISC01
T09410,C410,ELECTRONICS,161.61,3,2024-01-28,WEST,NO_DISCOUNT
T51818,C423,ELECTRONICS,172.89,3,2024-01-28,CENTRAL,DISC02
T09300,C424,ELECTRONICS,218.31,3,2024-01-28,WEST,DISC02
T00695,C430,FOOD,13.81,3,2024-01-28,WEST,DISC05
T39839,C456,FOOD,9.0,3,2024-01-28,CENTRAL,DISC01
T46150,C472,HOME,90.98,3,2024-01-28,CENTRAL,DISC05
T64385,C523,CLOTHING,45.8,3,2024-01-28,WEST,DISC05
T51269,C529,CLOTHING,74.48,3,2024-01-28,CENTRAL,NO_DISCOUNT
T09786,C538,TOYS,33.6,3,2024-01-28,EAST,NO_DISCOUNT
T02164,C560,CLOTHING,56.9,3,2024-01-28,EAST,DISC01
T00653,C564,FOOD,11.69,3,2024-01-28,WEST,DISC05
T17761,C580,CLOTHING,49.73,3,2024-01-28,EAST,DISC05
T27340,C586,ELECTRONICS,292.47,3,2024-01-28,CENTRAL,DISC05
T01637,C600,FOOD,12.17,3,2024-01-28,WEST,DISC02
T03659,C614,CLOTHING,59.28,3,2024-01-28,EAST,NO_DISCOUNT
T32562,C635,FOOD,11.96,3,2024-01-28,CENTRAL,DISC02
T33989,C647,TOYS,42.75,3,2024-01-28,CENTRAL,NO_DISCOUNT
T46870,C649,BOOKS,27.54,3,2024-01-28,WEST,DISC01
T55656,C650,ELECTRONICS,280.95,3,2024-01-28,EAST,DISC01
T16490,C656,TOYS,44.24,3,2024-01-28,WEST,DISC05
T31137,C660,HOME,120.07,3,2024-01-28,CENTRAL,DISC01
T21540,C662,ELECTRONICS,168.57,3,2024-01-28,EAST,NO_DISCOUNT
T25745,C664,ELECTRONICS,302.56,3,2024-01-28,WEST,DISC01
T47373,C683,CLOTHING,70.94,3,2024-01-28,CENTRAL,DISC01
TX2077,C688,BOOKS,10.0,3,2024-01-28,EAST,DISC01
T58093,C701,CLOTHING,55.24,3,2024-01-28,CENTRAL,DISC01
T00537,C731,CLOTHING,76.04,3,2024-01-28,EAST,DISC02
T14358,C761,HOME,130.0,3,2024-01-28,WEST,DISC01
T53586,C763,FOOD,15.09,3,2024-01-28,WEST,DISC05
T00606,C775,TOYS,36.82,3,2024-01-28,CENTRAL,DISC02
T19726,C794,ELECTRONICS,183.75,3,2024-01-28,WEST,DISC02
T41523,C817,TOYS,34.32,3,2024-01-28,EAST,DISC05
T59750,C818,TOYS,29.29,3,2024-01-28,CENTRAL,DISC02
T01154,C823,BOOKS,10.0,3,2024-01-28,CENTRAL,DISC02
T05945,C823,TOYS,36.55,3,2024-01-28,CENTRAL,NO_DISCOUNT
T18407,C861,HOME,101.74,3,2024-01-28,WEST,NO_DISCOUNT
T53395,C865,FOOD,16.47,3,2024-01-28,CENTRAL,DISC02
T60866,C871,BOOKS,10.0,3,2024-01-28,EAST,DISC05
T61116,C876,BOOKS,27.76,3,2024-01-28,EAST,DISC05
T14233,C889,CLOTHING,60.21,3,2024-01-28,WEST,NO_DISCOUNT
T35004,C895,FOOD,17.0,3,2024-01-28,WEST,DISC02
T12433,C906,FOOD,13.02,3,2024-01-28,EAST,NO_DISCOUNT
T64754,C910,HOME,84.94,3,2024-01-28,CENTRAL,DISC01
T12649,C918,ELECTRONICS,230.82,3,2024-01-28,EAST,DISC01
T56662,C925,FOOD,11.18,3,2024-01-28,WEST,NO_DISCOUNT
T07244,C937,BOOKS,37.55,3,2024-01-28,WEST,DISC02
T59980,C939,HOME,97.52,3,2024-01-28,EAST,DISC05
TRX337,C968,FOOD,15.1,3,2024-01-28,EAST,DISC02
T41306,C974,TOYS,52.61,3,2024-01-28,EAST,DISC01
T15440,C976,BOOKS,22.05,3,2024-01-28,CENTRAL,DISC05
T55201,C985,ELECTRONICS,249.7,3,2024-01-28,EAST,NO_DISCOUNT
T56998,C1001,FOOD,12.22,4,2024-01-28,EAST,NO_DISCOUNT
T27952,C1006,ELECTRONICS,242.08,4,2024-01-28,WEST,DISC01
T11885,C1007,BOOKS,47.54,4,2024-01-28,CENTRAL,DISC01
T14235,C1013,TOYS,26.0,4,2024-01-28,WEST,DISC01
T09979,C1014,FOOD,12.83,4,2024-01-28,EAST,DISC05
T44082,C1023,CLOTHING,64.27,4,2024-01-28,WEST,DISC02
T30529,C1029,ELECTRONICS,199.74,4,2024-01-28,WEST,NO_DISCOUNT
T39238,C1030,HOME,75.25,4,2024-01-28,CENTRAL,NO_DISCOUNT
T54296,C1043,ELECTRONICS,141.76,4,2024-01-28,EAST,DISC02
T09105,C1045,CLOTHING,59.41,4,2024-01-28,EAST,NO_DISCOUNT
T09021,C1045,FOOD,9.0,4,2024-01-28,WEST,DISC02
T30596,C1046,CLOTHING,60.75,4,2024-01-28,WEST,NO_DISCOUNT
T56570,C1083,HOME,97.67,4,2024-01-28,EAST,DISC01
T03874,C119,CLOTHING,43.84,4,2024-01-28,EAST,DISC05
T12124,C133,CLOTHING,72.55,4,2024-01-28,EAST,NO_DISCOUNT
T41571,C144,ELECTRONICS,248.48,4,2024-01-28,EAST,NO_DISCOUNT
T16514,C144,FOOD,9.0,4,2024-01-28,WEST,DISC01
T00342,C158,ELECTRONICS,145.33,4,2024-01-28,WEST,DISC02
T06055,C163,CLOTHING,74.38,4,2024-01-28,CENTRAL,DISC02
T56794,C168,TOYS,26.0,4,2024-01-28,EAST,DISC05
TRX135,C172,TOYS,33.42,4,2024-01-28,EAST,DISC01
T36448,C173,CLOTHING,69.81,4,2024-01-28,EAST,DISC02
T12266,C174,HOME,90.04,4,2024-01-28,CENTRAL,DISC02
T20576,C184,FOOD,12.16,4,2024-01-28,CENTRAL,DISC05
T19939,C225,FOOD,11.67,4,2024-01-28,WEST,DISC01
T12998,C228,BOOKS,40.9,4,2024-01-28,CENTRAL,DISC05
T29103,C235,ELECTRONICS,301.06,4,2024-01-28,CENTRAL,DISC01
T17479,C235,ELECTRONICS,282.26,4,2024-01-28,WEST,DISC02
T32349,C268,BOOKS,12.17,4,2024-01-28,EAST,NO_DISCOUNT
T57899,C284,ELECTRONICS,198.58,4,2024-01-28,WEST,DISC05
T07272,C289,FOOD,15.65,4,2024-01-28,WEST,DISC05
T55322,C299,FOOD,9.0,4,2024-01-28,EAST,DISC05
T63822,C320,FOOD,14.54,4,2024-01-28,WEST,NO_DISCOUNT
T59893,C337,FOOD,14.08,4,2024-01-28,WEST,DISC02
T52253,C343,ELECTRONICS,203.26,4,2024-01-28,EAST,NO_DISCOUNT
T33300,C351,TOYS,43.3,4,2024-01-28,CENTRAL,NO_DISCOUNT
T02609,C352,CLOTHING,67.89,4,2024-01-28,EAST,DISC01
T50115,C362,BOOKS,22.18,4,2024-01-28,WEST,DISC05
T23026,C378,BOOKS,17.14,4,2024-01-28,EAST,DISC01
T59720,C381,TOYS,33.74,4,2024-01-28,EAST,DISC02
T27684,C381,FOOD,9.26,4,2024-01-28,WEST,DISC05
T04152,C407,HOME,82.25,4,2024-01-28,CENTRAL,NO_DISCOUNT
T18262,C408,TOYS,33.13,4,2024-01-28,CENTRAL,DISC01
T54158,C411,BOOKS,38.23,4,2024-01-28,WEST,NO_DISCOUNT
T26338,C416,HOME,75.25,4,2024-01-28,EAST,DISC02
T12073,C428,HOME,106.29,4,2024-01-28,WEST,DISC01
T54403,C444,HOME,97.47,4,2024-01-28,CENTRAL,DISC02
T16849,C454,ELECTRONICS,180.74,4,2024-01-28,CENTRAL,DISC02
T44264,C455,FOOD,11.99,4,2024-01-28,CENTRAL,DISC05
T20041,C458,HOME,88.67,4,2024-01-28,EAST,DISC05
T49225,C461,ELECTRONICS,233.71,4,2024-01-28,CENTRAL,NO_DISCOUNT
T09042,C466,BOOKS,38.82,4,2024-01-28,WEST,DISC01
T08268,C466,CLOTHING,52.2,4,2024-01-28,WEST,DISC01
T57838,C480,BOOKS,31.9,4,2024-01-28,WEST,DISC01
T46840,C498,TOYS,26.0,4,2024-01-28,WEST,DISC01
TRX416,C499,FOOD,10.15,4,2024-01-28,EAST,DISC02
T59960,C504,HOME,75.25,4,2024-01-28,CENTRAL,DISC01
T34872,C511,BOOKS,48.48,4,2024-01-28,CENTRAL,NO_DISCOUNT
T38714,C522,TOYS,39.58,4,2024-01-28,WEST,DISC05
T08382,C529,BOOKS,10.0,4,2024-01-28,EAST,NO_DISCOUNT
TX3870,C540,BOOKS,40.15,4,2024-01-28,WEST,DISC01
T47507,C550,FOOD,12.64,4,2024-01-28,CENTRAL,DISC02
T16555,C561,ELECTRONICS,238.54,4,2024-01-28,CENTRAL,DISC01
T47055,C569,HOME,104.98,4,2024-01-28,EAST,DISC01
T47402,C577,ELECTRONICS,176.57,4,2024-01-28,CENTRAL,DISC01
T26015,C583,HOME,75.25,4,2024-01-28,EAST,NO_DISCOUNT
T37212,C588,FOOD,9.72,4,2024-01-28,CENTRAL,NO_DISCOUNT
T35138,C588,ELECTRONICS,149.92,4,2024-01-28,EAST,DISC05
T45194,C592,BOOKS,37.42,4,2024-01-28,WEST,DISC05
T33387,C592,ELECTRONICS,157.35,4,2024-01-28,WEST,DISC02
T54383,C596,TOYS,26.0,4,2024-01-28,WEST,NO_DISCOUNT
T22313,C597,FOOD,9.85,4,2024-01-28,WEST,DISC02
T42159,C607,BOOKS,32.58,4,2024-01-28,EAST,DISC05
T32847,C614,CLOTHING,62.78,4,2024-01-28,CENTRAL,DISC05
T56927,C615,BOOKS,38.49,4,2024-01-28,CENTRAL,DISC05
T50034,C617,CLOTHING,61.23,4,2024-01-28,CENTRAL,NO_DISCOUNT
T19410,C625,CLOTHING,40.0,4,2024-01-28,CENTRAL,DISC01
T29053,C631,ELECTRONICS,199.63,4,2024-01-28,EAST,DISC01
T42457,C640,ELECTRONICS,250.52,4,2024-01-28,EAST,DISC01
T13251,C644,HOME,93.64,4,2024-01-28,CENTRAL,NO_DISCOUNT
T43456,C650,BOOKS,35.15,4,2024-01-28,WEST,DISC02
T04572,C651,CLOTHING,63.43,4,2024-01-28,EAST,DISC05
T09442,C653,CLOTHING,62.6,4,2024-01-28,EAST,DISC05
T25203,C654,CLOTHING,40.94,4,2024-01-28,CENTRAL,DISC01
T61499,C655,CLOTHING,83.54,4,2024-01-28,EAST,NO_DISCOUNT
T30518,C665,TOYS,26.0,4,2024-01-28,CENTRAL,DISC02
T41341,C671,FOOD,11.76,4,2024-01-28,CENTRAL,DISC01
T13677,C682,ELECTRONICS,242.65,4,2024-01-28,WEST,DISC05
T13316,C689,HOME,119.91,4,2024-01-28,CENTRAL,DISC05
T28360,C692,BOOKS,17.77,4,2024-01-28,CENTRAL,DISC01
T25407,C694,ELECTRONICS,135.78,4,2024-01-28,WEST,DISC05
T21552,C705,TOYS,42.68,4,2024-01-28,WEST,NO_DISCOUNT
T37729,C723,TOYS,26.49,4,2024-01-28,EAST,NO_DISCOUNT
T20326,C729,TOYS,53.94,4,2024-01-28,WEST,DISC05
T55514,C734,ELECTRONICS,257.32,4,2024-01-28,WEST,DISC01
T45754,C744,CLOTHING,86.0,4,2024-01-28,WEST,DISC01
T33515,C757,HOME,91.66,4,2024-01-28,CENTRAL,DISC01
T47910,C761,TOYS,34.1,4,2024-01-28,CENTRAL,DISC05
T30719,C771,BOOKS,37.2,4,2024-01-28,CENTRAL,DISC05
T28867,C779,ELECTRONICS,133.4,4,2024-01-28,EAST,DISC02
T62622,C787,TOYS,26.0,4,2024-01-28,CENTRAL,DISC02
T36054,C797,ELECTRONICS,208.48,4,2024-01-28,EAST,DISC05
T11916,C798,FOOD,15.56,4,2024-01-28,CENTRAL,DISC05
T52231,C824,BOOKS,10.56,4,2024-01-28,CENTRAL,DISC05
T44034,C828,HOME,96.14,4,2024-01-28,WEST,DISC05
T57114,C831,HOME,127.7,4,2024-01-28,WEST,DISC05
T39009,C847,HOME,122.86,4,2024-01-28,WEST,DISC01
T56959,C851,ELECTRONICS,193.18,4,2024-01-28,EAST,NO_DISCOUNT
T64459,C853,CLOTHING,60.18,4,2024-01-28,WEST,DISC02
T06603,C857,TOYS,45.46,4,2024-01-28,CENTRAL,DISC01
T23980,C863,TOYS,36.53,4,2024-01-28,EAST,DISC05
T53897,C865,FOOD,9.86,4,2024-01-28,EAST,DISC02
T18092,C878,TOYS,36.31,4,2024-01-28,WEST,DISC02
T54765,C879,BOOKS,19.81,4,2024-01-28,WEST,DISC01
T27331,C892,BOOKS,39.78,4,2024-01-28,WEST,NO_DISCOUNT
T49293,C895,FOOD,9.0,4,2024-01-28,WEST,DISC01
T36059,C917,BOOKS,19.29,4,2024-01-28,CENTRAL,DISC01
T27678,C917,CLOTHING,47.03,4,2024-01-28,WEST,DISC01
T49857,C927,BOOKS,28.31,4,2024-01-28,WEST,NO_DISCOUNT
TX4617,C928,CLOTHING,59.66,4,2024-01-28,CENTRAL,DISC03
T41199,C932,HOME,75.25,4,2024-01-28,CENTRAL,DISC02
T01960,C939,FOOD,12.21,4,2024-01-28,EAST,DISC02
T61761,C942,FOOD,14.48,4,2024-01-28,EAST,DISC01
T59405,C944,FOOD,11.49,4,2024-01-28,EAST,NO_DISCOUNT
T23951,C949,HOME,89.14,4,2024-01-28,CENTRAL,DISC01
T00749,C957,ELECTRONICS,285.36,4,2024-01-28,EAST,DISC05
T58588,C959,BOOKS,36.35,4,2024-01-28,WEST,DISC02
T26436,C961,CLOTHING,61.06,4,2024-01-28,CENTRAL,NO_DISCOUNT
T18966,C962,FOOD,16.24,4,2024-01-28,CENTRAL,DISC01
T14844,C977,FOOD,15.78,4,2024-01-28,CENTRAL,DISC02
T11948,C981,FOOD,12.15,4,2024-01-28,CENTRAL,DISC02
T34038,C995,BOOKS,10.0,4,2024-01-28,CENTRAL,DISC01
T16204,UNKNOWN,ELECTRONICS,126.96,4,2024-01-28,CENTRAL,DISC05
T06362,C1008,TOYS,26.28,5,2024-01-28,EAST,DISC05
TX3963,C101,BOOKS,38.94,5,2024-01-28,EAST,NO_DISCOUNT
T04325,C102,ELECTRONICS,177.98,5,2024-01-28,EAST,DISC02
T05741,C1029,HOME,101.72,5,2024-01-28,EAST,DISC01
T12976,C1035,HOME,90.94,5,2024-01-28,CENTRAL,DISC01
T29818,C1046,FOOD,12.91,5,2024-01-28,CENTRAL,NO_DISCOUNT
T50417,C1055,BOOKS,20.46,5,2024-01-28,CENTRAL,DISC05
T22616,C1065,CLOTHING,60.28,5,2024-01-28,CENTRAL,DISC01
T23582,C1075,ELECTRONICS,228.32,5,2024-01-28,CENTRAL,DISC02
T46002,C1079,TOYS,37.89,5,2024-01-28,CENTRAL,NO_DISCOUNT
T21494,C1083,ELECTRONICS,267.1,5,2024-01-28,EAST,DISC01
T57183,C1084,ELECTRONICS,320.93,5,2024-01-28,CENTRAL,DISC02
T43684,C1087,BOOKS,10.0,5,2024-01-28,WEST,DISC02
T23530,C112,TOYS,26.0,5,2024-01-28,EAST,DISC02
T26452,C118,CLOTHING,64.96,5,2024-01-28,CENTRAL,DISC01
