TransactionID,CustomerID,ProductCategory,SalesPrice,Quantity,TransactionDate,Region,DiscountCode
TF4434,C764,CLOTHING,65.89,6,2024-09-13,East,DISC01
TF4435,C170,CLOTHING,61.73,7,2024-04-21,Central,DISC01
TF4436,C636,CLOTHING,56.32,4,2024-02-18,,DISC05
TF4437,C375,CLOTHING,76.23,7,2024-09-28,,DISC05
TF4438,C1009,FOOD,16.41,3,2024-01-24,,DISC05
TF4439,C640,CLOTHING,79.14,2,2024-11-18,West,DISC05
TF4440,C1008,FOOD,11.74,2,2024-03-03,East,DISC05
TF4441,C655,CLOTHING,47.33,1,2024-12-15,,DISC05
TF4442,C980,FOOD,15.26,4,2024-09-18,,DISC05
TF4443,C476,CLOTHING,56.53,1,2024-06-07,East,DISC05
TF4444,C197,FOOD,17.0,8,2024-05-25,East,DISC01
TF4445,C325,FOOD,12.67,3,2024-12-13,Central,DISC05
TF4446,C680,CLOTHING,67.77,2,2024-08-20,West,DISC01
TF4447,C381,CLOTHING,56.75,1,2024-04-28,West,DISC05
TF4448,C352,CLOTHING,61.55,7,2024-03-26,,DISC05
TF4449,C486,FOOD,12.3,5,2024-03-21,East,DISC05
TF4450,C233,CLOTHING,50.59,10,2024-02-05,West,DISC05
TF4451,C962,CLOTHING,63.69,8,2024-01-08,,DISC05
TF4452,C407,CLOTHING,72.86,4,2024-09-02,West,DISC01
TF4453,C727,FOOD,14.73,9,2024-04-12,Central,DISC01
TF4454,C880,FOOD,12.29,1,2024-06-23,Central,DISC05
TF4455,C1023,CLOTHING,54.08,1,2024-12-11,,DISC01
TF4456,C315,CLOTHING,43.83,2,2024-08-18,,DISC01
TF4457,C606,FOOD,11.97,5,2024-01-06,,DISC05
TF4458,C850,CLOTHING,47.79,8,2024-12-19,East,DISC01
TF4459,C456,CLOTHING,51.63,1,2024-06-23,,DISC05
TF4460,C172,FOOD,15.47,6,2024-03-04,West,DISC01
TF4461,C200,CLOTHING,55.19,10,2024-03-22,West,DISC05
TF4462,C843,FOOD,11.88,7,2024-05-04,West,DISC05
TF4463,C363,FOOD,14.81,1,2024-05-04,Central,DISC01
TF4464,C464,CLOTHING,73.85,8,2024-10-18,,DISC01
TF4465,C907,FOOD,9.97,9,2024-08-29,East,DISC05
TF4466,C232,CLOTHING,50.63,4,2024-12-15,,DISC05
TF4467,C524,CLOTHING,60.28,10,2024-09-28,East,DISC05
TF4468,C899,CLOTHING,47.86,4,2024-04-06,Central,DISC01
TF4469,C295,FOOD,13.41,5,2024-03-09,East,DISC01
TF4470,C263,CLOTHING,55.45,6,2024-02-14,Central,DISC01
TF4471,C836,CLOTHING,56.42,9,2024-03-21,East,DISC01
TF4472,C1012,FOOD,16.33,5,2024-04-25,,DISC01
TF4473,C441,CLOTHING,65.66,2,2024-05-29,Central,DISC05
TF4474,C363,FOOD,12.89,10,2024-10-04,Central,DISC05
TF4475,C1004,FOOD,16.92,6,2024-04-24,Central,DISC01
TF4476,C728,CLOTHING,68.75,9,2024-09-30,West,DISC05
TF4477,C945,FOOD,9.16,5,2024-11-23,,DISC05
TF4478,C447,CLOTHING,71.07,9,2024-10-29,West,DISC05
TF4479,C955,CLOTHING,56.36,9,2024-11-26,Central,DISC01
TF4480,C191,CLOTHING,55.09,10,2024-06-16,Central,DISC05
TF4481,C485,CLOTHING,69.38,8,2024-01-12,Central,DISC05
TF4482,C114,FOOD,12.47,1,2024-10-12,Central,DISC05
TF4483,C984,FOOD,16.63,7,2024-05-29,,DISC05
TF4484,C223,FOOD,10.02,3,2024-04-19,West,DISC05
TF4485,C153,FOOD,12.49,10,2024-01-13,Central,DISC01
TF4486,C158,CLOTHING,56.86,5,2024-03-02,East,DISC05
TF4487,C127,FOOD,12.12,7,2024-01-21,Central,DISC05
TF4488,C516,FOOD,11.58,7,2024-11-02,Central,DISC01
TF4489,C178,FOOD,12.57,3,2024-09-29,Central,DISC01
TF4490,C581,FOOD,9.0,4,2024-02-09,West,DISC01
TF4491,C840,FOOD,12.36,5,2024-06-06,East,DISC05
TF4492,C607,CLOTHING,54.83,1,2024-05-21,,DISC01
TF4493,C893,CLOTHING,58.26,10,2024-02-25,,DISC05
TF4494,C1063,FOOD,13.21,5,2024-04-24,West,DISC05
TF4495,C810,CLOTHING,58.79,9,2024-04-05,East,DISC01
TF4496,C433,CLOTHING,53.99,9,2024-07-13,West,DISC05
TF4497,C1029,FOOD,10.69,8,2024-12-30,West,DISC01
TF4498,C810,FOOD,10.59,9,2024-05-31,Central,DISC05
TF4499,C187,CLOTHING,62.73,5,2024-10-05,,DISC01
TF4500,C680,CLOTHING,60.31,5,2024-02-04,,DISC01
TF4501,C1061,CLOTHING,59.58,2,2024-08-13,,DISC01
TF4502,C436,FOOD,14.24,9,2024-08-16,Central,DISC01
TF4503,C482,CLOTHING,75.12,3,2024-02-08,Central,DISC01
TF4504,C850,CLOTHING,56.47,7,2024-07-20,East,DISC05
TF4505,C488,FOOD,14.12,10,2024-08-03,West,DISC01
TF4506,C181,CLOTHING,67.49,3,2024-08-10,West,DISC01
TF4507,C419,CLOTHING,61.56,8,2024-03-16,West,DISC05
TF4508,C958,FOOD,17.0,4,2024-10-16,East,DISC01
TF4509,C214,CLOTHING,63.38,6,2024-08-24,East,DISC01
TF4510,C865,FOOD,14.81,10,2024-12-01,East,DISC05
TF4511,C619,FOOD,16.18,6,2024-01-31,,DISC01
TF4512,C394,CLOTHING,71.65,1,2024-11-05,Central,DISC05
TF4513,C830,FOOD,9.29,2,2024-11-19,Central,DISC05
TF4514,C697,FOOD,12.46,2,2024-01-16,West,DISC05
TF4515,C963,CLOTHING,56.73,7,2024-06-11,,DISC05
TF4516,C993,FOOD,15.87,9,2024-04-26,,DISC05
TF4517,C1020,FOOD,17.0,2,2024-01-11,Central,DISC01
TF4518,C774,FOOD,13.99,2,2024-10-02,,DISC05
TF4519,C768,FOOD,17.0,8,2024-09-09,East,DISC05
TF4520,C151,FOOD,12.72,8,2024-03-13,West,DISC05
TF4521,C928,CLOTHING,71.5,6,2024-12-19,East,DISC01
TF4522,C808,FOOD,9.0,4,2024-07-15,East,DISC05
TF4523,C774,CLOTHING,54.23,5,2024-02-28,,DISC05
TF4524,C350,FOOD,13.08,5,2024-06-21,,DISC05
TF4525,C1011,FOOD,14.98,2,2024-12-06,,DISC01
TF4526,C535,FOOD,12.77,1,2024-03-31,Central,DISC01
TF4527,C869,CLOTHING,75.61,4,2024-09-19,East,DISC05
TF4528,C944,CLOTHING,74.72,9,2024-08-20,West,DISC05
TF4529,C889,CLOTHING,64.11,7,2024-09-21,West,DISC05
TF4530,C736,FOOD,10.06,4,2024-05-02,East,DISC01
TF4531,C550,CLOTHING,55.8,1,2024-01-23,Central,DISC01
TF4532,C568,FOOD,11.91,4,2024-01-24,,DISC01
TF4533,C106,CLOTHING,47.41,9,2024-07-02,West,DISC05
TF4534,C208,FOOD,14.65,10,2024-10-22,,DISC05
TF4535,C336,FOOD,17.0,2,2024-10-08,East,DISC05
TF4536,C765,CLOTHING,41.94,3,2024-07-14,Central,DISC05
TF4537,C1053,CLOTHING,47.52,9,2024-11-28,West,DISC01
TF4538,C984,FOOD,11.95,2,2024-09-13,,DISC01
TF4539,C621,CLOTHING,43.66,7,2024-05-10,,DISC01
TF4540,C988,FOOD,13.88,10,2024-01-23,West,DISC05
TF4541,C401,FOOD,13.81,2,2024-11-26,West,DISC05
TF4542,C550,FOOD,13.6,3,2024-09-03,East,DISC01
TF4543,C251,FOOD,10.5,4,2024-03-18,East,DISC01
TF4544,C764,FOOD,13.01,9,2024-10-14,West,DISC05
TF4545,C1046,FOOD,17.0,7,2024-08-29,East,DISC01
TF4546,C174,FOOD,14.25,10,2024-12-18,,DISC05
TF4547,C1078,CLOTHING,66.44,4,2024-08-29,East,DISC05
TF4548,C376,CLOTHING,71.23,1,2024-02-10,Central,DISC01
TF4549,C661,FOOD,13.25,6,2024-06-01,Central,DISC05
TF4550,C504,FOOD,11.19,1,2024-06-19,East,DISC01
TF4551,C990,CLOTHING,61.77,7,2024-01-09,,DISC01
TF4552,C890,FOOD,13.62,2,2024-08-28,,DISC05
TF4553,C999,CLOTHING,63.32,10,2024-04-20,West,DISC05
TF4554,C751,CLOTHING,65.1,9,2024-10-20,,DISC05
TF4555,C453,FOOD,16.33,9,2024-03-20,West,DISC01
TF4556,C764,FOOD,11.08,4,2024-03-13,,DISC01
TF4557,C842,FOOD,9.0,2,2024-03-26,West,DISC05
TF4558,C412,FOOD,11.12,8,2024-02-06,West,DISC05
TF4559,C711,FOOD,14.87,10,2024-04-24,West,DISC05
TF4560,C1003,CLOTHING,40.0,1,2024-10-01,Central,DISC01
TF4561,C263,CLOTHING,82.97,5,2024-06-05,East,DISC01
TF4562,C1060,CLOTHING,75.74,2,2024-02-08,Central,DISC01
TF4563,C1083,CLOTHING,60.07,10,2024-09-06,West,DISC01
TF4564,C219,FOOD,12.91,8,2024-02-16,East,DISC05
TF4565,C523,CLOTHING,59.92,5,2024-09-25,East,DISC05
TF4566,C353,FOOD,17.0,5,2024-10-15,,DISC01
TF4567,C673,FOOD,17.0,6,2024-11-03,East,DISC01
TF4568,C1010,FOOD,13.08,3,2024-01-27,,DISC05
TF4569,C130,CLOTHING,47.82,6,2024-01-16,West,DISC01
TF4570,C684,FOOD,13.41,10,2024-09-17,East,DISC01
TF4571,C886,FOOD,9.0,8,2024-03-03,West,DISC01
TF4572,C1035,CLOTHING,49.34,4,2024-01-15,,DISC01
TF4573,C724,CLOTHING,65.05,2,2024-12-30,East,DISC05
TF4574,C293,FOOD,9.0,7,2024-08-19,Central,DISC05
TF4575,C312,FOOD,9.75,2,2024-09-24,East,DISC01
TF4576,C881,FOOD,11.75,4,2024-05-07,Central,DISC05
TF4577,C737,CLOTHING,71.0,8,2024-01-19,Central,DISC05
TF4578,C757,CLOTHING,78.84,6,2024-09-17,East,DISC01
TF4579,C1049,CLOTHING,61.01,10,2024-09-30,Central,DISC05
TF4580,C951,CLOTHING,64.86,7,2024-12-17,,DISC05
TF4581,C527,FOOD,11.45,2,2024-11-15,West,DISC05
TF4582,C563,CLOTHING,57.85,4,2024-07-04,East,DISC01
TF4583,C598,CLOTHING,46.02,5,2024-10-10,East,DISC05
TF4584,C814,CLOTHING,49.76,1,2024-08-27,,DISC01
TF4585,C941,FOOD,11.12,4,2024-03-08,,DISC01
TF4586,C385,FOOD,10.26,10,2024-03-30,,DISC01
TF4587,C151,FOOD,9.0,7,2024-03-11,West,DISC05
TF4588,C699,CLOTHING,78.95,2,2024-06-01,Central,DISC01
TF4589,C593,CLOTHING,63.7,1,2024-09-10,Central,DISC05
TF4590,C350,CLOTHING,77.38,4,2024-04-03,,DISC01
TF4591,C1079,CLOTHING,61.55,1,2024-07-07,East,DISC05
TF4592,C480,CLOTHING,49.83,10,2024-02-09,East,DISC05
TF4593,C986,FOOD,15.86,6,2024-01-11,East,DISC05
TF4594,C101,FOOD,10.7,1,2024-06-29,Central,DISC01
TF4595,C746,FOOD,13.24,4,2024-07-21,West,DISC01
TF4596,C488,FOOD,15.73,7,2024-08-17,,DISC01
TF4597,C335,FOOD,10.21,1,2024-11-18,Central,DISC05
TF4598,C860,FOOD,11.32,1,2024-06-08,,DISC01
TF4599,C1053,CLOTHING,68.07,2,2024-12-14,,DISC05
TF4600,C402,FOOD,13.19,10,2024-04-01,,DISC01
TF4601,C806,CLOTHING,40.0,8,2024-04-13,,DISC01
TF4602,C182,CLOTHING,56.48,4,2024-05-26,East,DISC05
TF4603,C292,FOOD,12.74,2,2024-05-31,West,DISC01
TF4604,C404,FOOD,14.98,2,2024-12-06,East,DISC05
TF4605,C642,CLOTHING,58.74,2,2024-05-01,Central,DISC05
TF4606,C990,CLOTHING,51.83,1,2024-01-02,,DISC05
TF4607,C102,CLOTHING,62.12,8,2024-03-20,,DISC01
TF4608,C374,FOOD,9.0,4,2024-09-09,West,DISC01
TF4609,C933,FOOD,14.42,5,2024-07-22,East,DISC01
TF4610,C811,CLOTHING,53.8,5,2024-05-10,,DISC01
TF4611,C179,CLOTHING,68.71,5,2024-02-13,East,DISC01
TF4612,C148,FOOD,9.0,3,2024-04-27,West,DISC01
TF4613,C950,FOOD,14.87,9,2024-08-20,West,DISC01
TF4614,C140,CLOTHING,66.21,10,2024-03-03,Central,DISC05
TF4615,C311,CLOTHING,61.95,10,2024-08-08,West,DISC05
TF4616,C815,CLOTHING,53.56,10,2024-05-24,Central,DISC05
TF4617,C1004,CLOTHING,62.04,5,2024-02-13,East,DISC01
TF4618,C208,FOOD,16.8,1,2024-03-16,East,DISC01
TF4619,C982,FOOD,9.98,5,2024-03-15,East,DISC01
TF4620,C905,CLOTHING,78.63,5,2024-02-23,,DISC01
TF4621,C118,CLOTHING,56.08,9,2024-08-11,East,DISC01
TF4622,C297,FOOD,9.81,8,2024-09-17,East,DISC01
TF4623,C271,FOOD,13.93,1,2024-06-04,Central,DISC05
TF4624,C743,FOOD,13.77,9,2024-01-23,West,DISC05
TF4625,C203,FOOD,11.31,4,2024-04-08,Central,DISC05
TF4626,C521,CLOTHING,62.19,7,2024-10-06,West,DISC01
TF4627,C132,FOOD,12.45,6,2024-03-03,West,DISC05
TF4628,C259,FOOD,14.27,8,2024-04-14,West,DISC01
TF4629,C1056,CLOTHING,57.38,8,2024-03-02,,DISC05
TF4630,C651,CLOTHING,50.24,5,2024-01-09,,DISC01
TF4631,C825,FOOD,14.66,8,2024-01-16,West,DISC01
TF4632,C332,FOOD,14.23,8,2024-05-13,Central,DISC01
TF4633,C420,CLOTHING,74.32,5,2024-10-01,,DISC05
TF4634,C392,FOOD,15.17,7,2024-04-29,,DISC01
TF4635,C1022,CLOTHING,59.58,9,2024-11-19,Central,DISC05
TF4636,C1015,CLOTHING,50.55,3,2024-08-08,East,DISC05
TF4637,C562,CLOTHING,55.42,4,2024-04-30,Central,DISC05
TF4638,C771,CLOTHING,74.84,8,2024-05-04,Central,DISC05
TF4639,C953,CLOTHING,50.12,7,2024-05-25,Central,DISC01
TF4640,C452,CLOTHING,67.72,8,2024-11-23,East,DISC01
TF4641,C629,FOOD,12.67,2,2024-09-11,Central,DISC05
TF4642,C236,FOOD,14.18,7,2024-03-20,East,DISC01
TF4643,C987,CLOTHING,59.44,4,2024-10-23,Central,DISC05
TF4644,C563,FOOD,12.69,7,2024-06-17,West,DISC01
TF4645,C485,FOOD,14.67,7,2024-08-23,,DISC01
TF4646,C993,CLOTHING,59.73,2,2024-10-23,Central,DISC01
TF4647,C142,CLOTHING,62.11,3,2024-06-03,,DISC01
TF4648,C635,FOOD,13.28,9,2024-04-12,West,DISC05
TF4649,C499,CLOTHING,59.42,4,2024-05-05,Central,DISC01
TF4650,C699,FOOD,10.93,1,2024-04-04,West,DISC05
TF4651,C964,FOOD,17.0,1,2024-08-21,East,DISC05
TF4652,C745,FOOD,12.74,3,2024-11-03,West,DISC05
TF4653,C686,FOOD,11.96,3,2024-03-20,West,DISC01
TF4654,C455,CLOTHING,62.48,5,2024-11-27,East,DISC01
TF4655,C834,CLOTHING,73.2,8,2024-08-12,East,DISC05
TF4656,C671,CLOTHING,70.67,7,2024-10-02,East,DISC01
TF4657,C731,FOOD,12.7,4,2024-02-10,,DISC01
TF4658,C232,FOOD,11.63,8,2024-08-24,West,DISC05
TF4659,C160,CLOTHING,80.3,5,2024-04-18,East,DISC01
TF4660,C123,CLOTHING,65.49,2,2024-06-09,East,DISC01
TF4661,C576,FOOD,11.92,7,2024-01-05,West,DISC05
TF4662,C515,FOOD,13.47,7,2024-08-23,West,DISC01
TF4663,C328,CLOTHING,69.65,5,2024-06-19,East,DISC05
TF4664,C642,FOOD,13.75,7,2024-09-22,,DISC01
TF4665,C320,FOOD,12.49,5,2024-02-25,,DISC05
TF4666,C1001,CLOTHING,85.88,1,2024-03-18,,DISC05
TF4667,C879,CLOTHING,48.41,4,2024-08-06,West,DISC01
TF4668,C103,FOOD,14.94,2,2024-12-07,East,DISC05
TF4669,C918,CLOTHING,67.08,2,2024-12-27,Central,DISC05
TF4670,C691,FOOD,12.21,7,2024-06-19,,DISC05
TF4671,C322,FOOD,17.0,3,2024-02-09,West,DISC01
TF4672,C782,CLOTHING,61.99,5,2024-09-20,,DISC05
TF4673,C1002,CLOTHING,40.0,7,2024-01-08,Central,DISC05
TF4674,C162,FOOD,11.39,1,2024-02-09,West,DISC05
TF4675,C598,FOOD,13.03,4,2024-06-03,West,DISC01
TF4676,C479,CLOTHING,61.9,4,2024-05-22,East,DISC01
TF4677,C766,FOOD,10.86,9,2024-01-31,,DISC01
TF4678,C261,FOOD,12.26,3,2024-04-21,East,DISC05
TF4679,C590,CLOTHING,40.27,6,2024-07-09,East,DISC01
TF4680,C493,CLOTHING,63.44,9,2024-09-06,,DISC01
TF4681,C788,FOOD,11.28,8,2024-12-27,East,DISC05
TF4682,C728,CLOTHING,54.88,2,2024-04-22,West,DISC05
TF4683,C295,FOOD,9.0,5,2024-12-15,West,DISC05
TF4684,C428,FOOD,15.33,3,2024-11-20,West,DISC05
TF4685,C333,FOOD,12.42,1,2024-06-10,Central,DISC01
TF4686,C665,CLOTHING,63.15,9,2024-04-21,West,DISC05
TF4687,C110,CLOTHING,60.71,1,2024-03-04,Central,DISC01
TF4688,C814,FOOD,15.32,8,2024-12-08,Central,DISC01
TF4689,C916,FOOD,10.6,1,2024-03-12,Central,DISC05
TF4690,C771,FOOD,12.11,2,2024-08-28,East,DISC01
TF4691,C326,FOOD,15.7,6,2024-05-12,Central,DISC05
TF4692,C664,CLOTHING,43.59,7,2024-09-27,,DISC05
TF4693,C537,FOOD,11.28,1,2024-02-07,East,DISC05
TF4694,C781,FOOD,9.65,3,2024-10-10,,DISC05
TF4695,C614,FOOD,15.48,3,2024-04-24,Central,DISC05
TF4696,C634,FOOD,14.57,6,2024-03-07,West,DISC01
TF4697,C478,CLOTHING,66.3,3,2024-05-11,Central,DISC01
TF4698,C420,FOOD,9.0,4,2024-07-28,West,DISC01
TF4699,C522,FOOD,13.66,2,2024-07-02,Central,DISC01
TF4700,C973,CLOTHING,59.08,9,2024-07-29,,DISC05
TF4701,C155,CLOTHING,44.21,5,2024-03-08,Central,DISC01
TF4702,C309,FOOD,12.05,4,2024-05-04,Central,DISC01
TF4703,C709,CLOTHING,51.95,3,2024-07-14,East,DISC05
TF4704,C1071,CLOTHING,58.61,6,2024-04-04,Central,DISC05
TF4705,C604,CLOTHING,57.7,9,2024-04-03,Central,DISC05
TF4706,C605,FOOD,13.38,8,2024-07-08,Central,DISC01
TF4707,C299,CLOTHING,72.36,2,2024-11-24,,DISC01
TF4708,C741,CLOTHING,50.93,6,2024-01-22,Central,DISC05
TF4709,C833,FOOD,9.86,1,2024-08-01,,DISC05
TF4710,C680,FOOD,13.9,1,2024-04-11,Central,DISC05
TF4711,C860,CLOTHING,57.04,9,2024-01-14,Central,DISC05
TF4712,C471,FOOD,9.0,7,2024-07-10,East,DISC01
TF4713,C1070,FOOD,10.69,2,2024-02-21,,DISC05
TF4714,C1095,CLOTHING,64.67,8,2024-06-16,West,DISC01
TF4715,C947,FOOD,11.97,3,2024-01-16,East,DISC05
TF4716,C918,FOOD,14.57,1,2024-01-12,East,DISC01
TF4717,C1042,FOOD,17.0,4,2024-02-29,West,DISC05
TF4718,C436,CLOTHING,65.3,8,2024-04-11,West,DISC01
TF4719,C1011,FOOD,12.67,8,2024-06-29,,DISC01
TF4720,C241,CLOTHING,44.2,8,2024-07-19,,DISC05
TF4721,C948,FOOD,11.56,6,2024-01-10,,DISC05
TF4722,C1022,FOOD,13.77,3,2024-06-26,East,DISC05
TF4723,C657,FOOD,12.8,5,2024-02-15,,DISC01
TF4724,C249,FOOD,11.68,4,2024-06-16,,DISC01
TF4725,C750,FOOD,17.0,7,2024-12-07,,DISC05
TF4726,C399,FOOD,16.65,2,2024-08-11,West,DISC05
TF4727,C521,FOOD,12.59,7,2024-07-29,,DISC05
TF4728,C739,CLOTHING,76.46,5,2024-12-16,Central,DISC05
TF4729,C939,FOOD,10.04,9,2024-12-16,Central,DISC05
TF4730,C366,FOOD,12.89,7,2024-11-17,,DISC01
TF4731,C493,CLOTHING,52.44,10,2024-07-25,East,DISC05
TF4732,C113,CLOTHING,66.58,9,2024-03-21,,DISC01
TF4733,C894,FOOD,9.04,3,2024-11-09,West,DISC01
TF4734,C1020,FOOD,15.62,5,2024-06-30,Central,DISC01
TF4735,C464,FOOD,14.14,3,2024-08-04,West,DISC01
TF4736,C278,CLOTHING,51.41,3,2024-01-29,Central,DISC05
TF4737,C636,FOOD,15.66,4,2024-06-26,Central,DISC05
TF4738,C798,FOOD,14.54,9,2024-12-12,West,DISC01
TF4739,C111,CLOTHING,61.46,1,2024-06-27,West,DISC01
TF4740,C342,CLOTHING,53.26,2,2024-12-21,Central,DISC01
TF4741,C319,FOOD,12.55,6,2024-11-02,East,DISC05
TF4742,C675,CLOTHING,52.32,10,2024-04-27,West,DISC05
TF4743,C116,CLOTHING,84.26,2,2024-02-03,East,DISC05
TF4744,C189,FOOD,12.75,10,2024-01-12,West,DISC05
TF4745,C246,CLOTHING,55.37,9,2024-01-12,East,DISC01
TF4746,C1042,CLOTHING,55.24,9,2024-07-21,West,DISC01
TF4747,C1033,CLOTHING,53.79,1,2024-02-28,East,DISC01
TF4748,C883,CLOTHING,57.95,4,2024-10-06,East,DISC05
TF4749,C961,CLOTHING,80.46,7,2024-11-22,Central,DISC05
TF4750,C659,CLOTHING,50.92,1,2024-02-03,West,DISC01
TF4751,C696,CLOTHING,52.76,3,2024-02-19,Central,DISC01
TF4752,C810,FOOD,13.85,9,2024-12-18,East,DISC01
TF4753,C542,CLOTHING,40.0,6,2024-11-25,West,DISC05
TF4754,C163,FOOD,12.2,7,2024-09-14,Central,DISC05
TF4755,C802,FOOD,14.95,1,2024-10-22,,DISC05
TF4756,C1091,CLOTHING,43.84,3,2024-01-28,Central,DISC05
TF4757,C309,CLOTHING,47.04,4,2024-02-29,Central,DISC01
TF4758,C682,CLOTHING,47.51,8,2024-07-25,West,DISC01
TF4759,C570,FOOD,13.31,2,2024-07-05,East,DISC01
TF4760,C192,CLOTHING,54.38,5,2024-05-18,,DISC01
TF4761,C326,CLOTHING,82.55,7,2024-05-03,,DISC01
TF4762,C240,CLOTHING,51.0,4,2024-10-10,,DISC01
TF4763,C1034,FOOD,12.66,7,2024-05-12,,DISC01
TF4764,C635,FOOD,11.76,4,2024-09-27,Central,DISC05
TF4765,C969,FOOD,12.49,5,2024-06-10,,DISC01
TF4766,C416,FOOD,14.49,4,2024-04-27,West,DISC05
TF4767,C634,FOOD,10.16,4,2024-10-30,West,DISC01
TF4768,C174,FOOD,13.25,7,2024-05-09,West,DISC01
TF4769,C183,FOOD,15.25,1,2024-07-05,,DISC01
TF4770,C471,FOOD,15.08,7,2024-01-09,East,DISC05
TF4771,C728,FOOD,14.17,5,2024-03-28,East,DISC01
TF4772,C781,CLOTHING,66.14,5,2024-11-25,East,DISC01
TF4773,C368,CLOTHING,67.65,2,2024-10-15,East,DISC01
TF4774,C381,CLOTHING,73.83,5,2024-09-25,Central,DISC01
TF4775,C875,CLOTHING,41.4,2,2024-03-11,Central,DISC01
TF4776,C186,CLOTHING,47.7,4,2024-12-03,Central,DISC01
TF4777,C993,FOOD,11.73,7,2024-04-17,East,DISC05
TF4778,C545,FOOD,9.81,4,2024-02-29,,DISC01
TF4779,C714,CLOTHING,68.09,7,2024-12-04,,DISC05
TF4780,C289,FOOD,14.07,10,2024-05-19,West,DISC01
TF4781,C476,CLOTHING,56.16,3,2024-09-21,West,DISC01
TF4782,C813,CLOTHING,44.12,3,2024-03-26,Central,DISC05
TF4783,C307,FOOD,12.31,2,2024-02-25,West,DISC05
TF4784,C259,FOOD,14.17,4,2024-11-19,East,DISC01
TF4785,C197,FOOD,13.2,9,2024-03-24,East,DISC01
TF4786,C291,CLOTHING,49.57,7,2024-02-08,Central,DISC05
TF4787,C703,CLOTHING,50.92,4,2024-05-27,Central,DISC05
TF4788,C711,FOOD,13.1,8,2024-09-29,Central,DISC05
TF4789,C1052,FOOD,16.69,10,2024-09-12,East,DISC01
TF4790,C412,FOOD,10.81,2,2024-10-20,West,DISC05
TF4791,C612,FOOD,12.16,7,2024-07-14,East,DISC01
TF4792,C182,CLOTHING,40.0,5,2024-11-18,West,DISC01
TF4793,C202,FOOD,9.53,3,2024-07-13,,DISC01
TF4794,C811,CLOTHING,77.45,3,2024-07-13,Central,DISC01
TF4795,C368,CLOTHING,56.5,2,2024-03-03,,DISC05
TF4796,C363,FOOD,12.3,8,2024-09-23,West,DISC01
TF4797,C504,CLOTHING,55.12,1,2024-09-30,West,DISC01
TF4798,C667,FOOD,11.6,5,2024-03-23,Central,DISC01
TF4799,C651,FOOD,11.31,8,2024-10-24,East,DISC01
TF4800,C244,CLOTHING,49.22,4,2024-07-22,East,DISC05
TF4801,C443,FOOD,10.65,5,2024-09-10,Central,DISC05
TF4802,C576,CLOTHING,71.26,3,2024-04-26,West,DISC05
TF4803,C470,FOOD,10.27,1,2024-07-07,West,DISC05
TF4804,C997,CLOTHING,70.04,9,2024-10-06,,DISC01
TF4805,C787,CLOTHING,65.41,5,2024-07-06,Central,DISC05
TF4806,C562,FOOD,13.79,7,2024-11-09,,DISC05
TF4807,C331,FOOD,9.0,7,2024-07-20,East,DISC01
TF4808,C469,CLOTHING,63.36,9,2024-06-08,,DISC01
TF4809,C180,CLOTHING,40.0,7,2024-06-11,West,DISC01
TF4810,C1058,CLOTHING,50.02,3,2024-03-20,,DISC05
TF4811,C692,FOOD,11.4,9,2024-04-23,,DISC05
TF4812,C1033,FOOD,10.25,7,2024-12-13,East,DISC01
TF4813,C457,CLOTHING,41.58,5,2024-04-12,West,DISC01
TF4814,C134,FOOD,10.35,4,2024-03-19,East,DISC05
TF4815,C1090,CLOTHING,71.57,3,2024-05-28,West,DISC01
TF4816,C624,CLOTHING,55.77,6,2024-10-18,East,DISC01
TF4817,C1017,FOOD,15.2,6,2024-09-30,Central,DISC05
TF4818,C337,FOOD,11.15,2,2024-05-20,East,DISC05
TF4819,C351,FOOD,11.49,9,2024-06-16,East,DISC01
TF4820,C128,FOOD,9.68,8,2024-07-12,,DISC05
TF4821,C884,CLOTHING,64.73,1,2024-11-18,East,DISC05
TF4822,C602,FOOD,12.45,6,2024-04-17,Central,DISC01
TF4823,C392,CLOTHING,84.36,4,2024-01-13,West,DISC05
TF4824,C881,CLOTHING,80.32,10,2024-10-01,,DISC05
TF4825,C678,CLOTHING,64.0,5,2024-06-13,East,DISC05
TF4826,C957,FOOD,12.17,7,2024-01-11,East,DISC05
TF4827,C322,FOOD,14.97,3,2024-09-25,,DISC01
TF4828,C352,FOOD,9.72,6,2024-12-29,East,DISC05
TF4829,C1051,CLOTHING,71.9,2,2024-04-18,,DISC01
TF4830,C1051,CLOTHING,44.48,9,2024-09-21,East,DISC01
TF4831,C203,CLOTHING,52.88,8,2024-09-18,West,DISC05
TF4832,C795,FOOD,12.04,4,2024-11-20,Central,DISC05
TF4833,C628,CLOTHING,67.21,8,2024-01-28,Central,DISC05
TF4834,C859,CLOTHING,45.41,7,2024-03-02,East,DISC01
TF4835,C782,CLOTHING,56.47,1,2024-01-21,Central,DISC05
TF4836,C474,CLOTHING,64.41,2,2024-12-29,,DISC01
TF4837,C779,FOOD,13.33,3,2024-03-02,Central,DISC05
TF4838,C1034,FOOD,12.85,2,2024-11-14,Central,DISC05
TF4839,C781,CLOTHING,78.02,3,2024-04-18,Central,DISC05
TF4840,C474,FOOD,16.5,3,2024-01-31,,DISC01
TF4841,C587,CLOTHING,55.06,7,2024-01-08,,DISC05
TF4842,C670,FOOD,14.83,2,2024-03-04,West,DISC05
